DISTRICT,DD000A001219R,DD000A001319R,DD000A001S19R,DD200A001219R,DD200A001319R,DD200A001S19R,DD300A001219R,DD300A001319R,DD300A001S19R,DD400A001219R,DD400A001319R,DD400A001S19R,DDA00A001219R,DDA00A001319R,DDA00A001S19R,DDB00A001219R,DDB00A001319R,DDB00A001S19R,DDE00A001219R,DDE00A001319R,DDE00A001S19R,DDF00A001219R,DDF00A001319R,DDF00A001S19R,DDH00A001219R,DDH00A001319R,DDH00A001S19R,DDI00A001219R,DDI00A001319R,DDI00A001S19R,DDL00A001219R,DDL00A001319R,DDL00A001S19R,DDM00A001219R,DDM00A001319R,DDM00A001S19R,DDR00A001219R,DDR00A001319R,DDR00A001S19R,DDS00A001219R,DDS00A001319R,DDS00A001S19R,DDW00A001219R,DDW00A001319R,DDW00A001S19R,DNC00A001219R,DNC00A001319R,DNC00A001S19R,DNM00A001219R,DNM00A001319R,DNM00A001S19R,DNS00A001219R,DNS00A001319R,DNS00A001S19R
'187901,-1,-1,-1,57,14,100,67,67,100,.,.,.,45,20,75,29,29,86,35,15,67,46,22,78,30,11,61,39,13,70,-1,-1,-1,45,18,72,20,6,54,33,25,49,49,23,77,45,20,76,46,23,72,39,11,56
'187903,30,11,69,-1,-1,-1,.,.,.,.,.,.,37,16,71,33,14,56,37,15,70,48,23,88,38,16,75,.,.,.,27,10,66,30,12,59,27,8,62,10,3,28,37,17,68,36,16,70,39,16,71,-1,-1,-1
'187904,35,12,69,36,11,61,100,67,100,.,.,.,36,14,68,21,9,55,32,12,64,38,13,72,39,15,72,17,17,67,30,9,63,35,14,66,24,6,58,29,26,44,46,16,76,37,15,70,31,10,61,38,19,89
'187906,37,21,58,14,7,50,.,.,.,.,.,.,30,7,61,22,0,49,30,7,61,31,7,60,30,9,61,-1,-1,-1,27,20,47,29,7,61,21,4,52,39,14,68,34,9,66,30,10,62,29,1,57,0,0,0
'187907,26,10,60,40,16,65,85,56,98,-1,-1,-1,39,15,69,25,8,54,34,12,65,43,16,75,33,12,66,32,14,77,20,8,53,36,14,63,23,6,54,18,7,31,44,17,73,39,16,69,38,14,70,35,12,65
'187910,74,44,94,48,21,76,63,44,88,.,.,.,54,23,85,38,10,63,50,20,82,57,24,87,58,25,90,62,19,81,71,42,94,51,22,82,36,11,74,25,8,54,54,23,85,54,24,85,54,22,84,72,28,94
'188901,40,15,73,49,22,79,51,27,78,20,4,45,48,22,78,33,12,66,41,16,73,51,24,81,44,17,77,45,19,78,28,10,64,45,21,75,33,10,69,23,9,49,60,32,85,50,23,79,42,18,73,39,16,74
'188902,36,10,61,36,14,71,-1,-1,-1,-1,-1,-1,42,15,74,48,27,81,38,12,70,43,14,78,37,13,69,24,4,44,21,5,49,41,15,70,27,6,62,21,4,38,44,15,76,44,16,74,39,13,73,38,9,79
'188903,44,19,76,55,25,93,78,46,93,.,.,.,49,19,82,52,33,78,44,16,78,53,20,83,42,14,79,63,38,88,34,13,71,45,18,81,32,9,72,25,9,53,50,19,82,53,21,84,44,16,79,19,15,73
'188904,4,0,38,64,36,85,100,63,100,.,.,.,61,27,88,11,11,44,43,16,78,64,29,91,53,24,84,38,25,100,4,0,38,57,25,86,28,6,68,21,4,57,62,28,89,63,30,89,55,22,87,58,26,86
'189901,45,15,76,67,0,100,-1,-1,-1,.,.,.,45,16,76,0,0,17,40,14,73,45,13,72,42,13,74,.,.,.,38,12,72,46,19,79,32,8,66,35,12,57,77,39,100,46,16,75,44,17,77,.,.,.
'189902,30,10,66,.,.,.,79,58,92,.,.,.,38,15,71,.,.,.,36,14,69,41,16,75,38,14,71,.,.,.,16,4,53,35,14,67,21,5,59,21,11,35,36,27,73,41,15,74,29,14,62,26,22,70
'190903,21,4,64,45,11,78,40,0,100,.,.,.,43,17,77,32,14,71,35,12,72,43,16,76,33,12,70,45,34,76,19,5,61,44,17,78,24,6,65,19,8,40,46,18,79,44,17,77,42,15,77,24,4,73
'191901,46,18,78,47,20,75,73,41,94,90,24,100,58,28,84,47,19,74,44,17,76,60,29,87,50,20,81,68,35,86,34,10,68,56,28,82,30,8,66,22,9,47,61,32,86,61,30,86,49,23,80,50,21,82
'192901,19,5,48,50,20,70,7,0,36,-1,-1,-1,35,13,69,71,43,71,27,8,63,36,13,72,31,10,67,-1,-1,-1,10,2,38,35,13,66,24,6,61,15,8,26,57,27,82,36,13,71,34,13,59,50,22,89
'193801,0,0,18,22,0,44,.,.,.,-1,-1,-1,18,5,42,.,.,.,13,2,36,21,4,50,17,4,39,.,.,.,0,0,18,16,6,35,11,1,34,11,2,28,20,7,46,15,3,41,20,6,42,0,0,33
'193902,10,0,50,40,30,70,.,.,.,.,.,.,45,21,77,.,.,.,33,13,71,47,20,80,39,17,72,.,.,.,9,0,36,43,21,74,24,7,61,25,13,54,51,23,81,47,21,78,43,20,76,45,18,82
'194902,42,17,83,29,3,68,.,.,.,.,.,.,53,22,86,33,17,83,49,20,85,59,25,92,49,15,90,82,27,100,42,17,83,46,17,78,34,11,75,14,6,57,55,23,86,55,23,86,45,19,84,63,11,100
'194903,49,21,79,45,15,72,100,100,100,.,.,.,50,20,80,40,9,68,44,16,74,57,24,84,51,23,82,-1,-1,-1,44,22,78,44,16,77,31,9,66,24,9,40,51,19,81,52,20,82,46,18,76,60,29,86
'194904,35,15,76,24,7,71,.,.,.,.,.,.,28,10,66,24,7,61,27,9,65,28,9,67,34,13,74,.,.,.,34,15,75,29,11,65,17,4,57,41,13,53,36,14,72,30,11,66,26,7,67,12,6,41
'194905,100,60,100,53,29,88,-1,-1,-1,.,.,.,47,20,78,28,13,66,44,19,76,51,22,82,82,53,88,50,17,83,100,60,100,44,18,75,21,7,62,25,19,50,48,19,79,47,20,78,49,19,79,62,15,88
'195901,25,9,57,67,50,100,77,60,100,.,.,.,33,11,67,37,15,78,28,8,63,36,12,70,31,10,65,29,14,64,17,5,48,30,11,64,18,4,51,9,2,31,48,23,76,34,11,68,27,10,61,29,13,67
'195902,19,5,55,.,.,.,.,.,.,.,.,.,31,10,64,-1,-1,-1,29,8,62,33,9,69,31,9,64,.,.,.,4,0,37,30,11,61,22,5,54,8,3,30,41,23,68,32,9,66,30,13,61,-1,-1,-1
'196901,0,0,33,.,.,.,.,.,.,.,.,.,44,17,77,-1,-1,-1,32,10,71,43,18,79,40,14,73,.,.,.,0,0,33,45,16,75,15,4,55,18,8,50,66,32,95,48,19,79,29,11,69,0,0,38
'196902,-1,-1,-1,22,0,44,-1,-1,-1,.,.,.,40,13,74,27,4,81,40,13,74,48,17,82,36,11,69,.,.,.,-1,-1,-1,33,10,66,21,3,58,24,5,40,47,18,80,41,13,76,36,13,67,33,33,33
'196903,19,7,60,31,15,62,.,.,.,.,.,.,39,14,72,29,12,63,34,12,70,40,14,75,36,12,71,.,.,.,21,8,62,37,15,69,22,6,60,28,10,51,52,23,79,38,15,73,39,11,69,0,0,25
'197902,-1,-1,-1,.,.,.,.,.,.,.,.,.,47,21,81,.,.,.,39,17,74,46,22,75,44,25,79,-1,-1,-1,-1,-1,-1,49,20,88,12,3,58,27,17,53,48,20,81,52,24,85,40,15,73,60,20,80
'198901,34,10,76,39,17,78,88,38,100,.,.,.,52,21,79,33,10,56,46,16,75,55,24,82,47,17,80,.,.,.,19,0,71,49,18,76,32,8,59,14,7,35,56,23,82,55,22,81,47,19,72,64,14,86
'198902,25,0,50,.,.,.,.,.,.,.,.,.,27,5,70,30,6,71,27,4,70,20,1,62,23,0,65,.,.,.,25,0,50,36,9,79,5,5,40,23,14,59,0,0,69,26,4,69,30,6,72,17,0,50
'198903,52,26,85,44,19,72,79,59,97,.,.,.,66,35,91,46,20,78,52,23,86,67,37,93,60,28,88,-1,-1,-1,32,9,74,64,34,90,36,11,78,36,14,69,70,39,94,67,36,92,60,33,89,69,27,89
'198905,15,4,45,38,23,69,.,.,.,.,.,.,23,8,54,20,8,52,23,8,54,24,8,60,24,8,53,.,.,.,11,3,38,22,8,48,12,3,40,22,13,31,29,5,67,22,8,53,26,7,55,7,4,44
'198906,54,22,88,63,33,92,70,40,80,.,.,.,71,38,93,63,27,90,64,28,92,72,38,94,65,29,91,.,.,.,45,14,80,70,37,92,45,16,82,27,9,60,82,53,98,71,38,93,71,37,97,65,30,100
'199901,46,21,79,72,46,91,79,52,95,68,36,75,66,37,89,47,20,77,47,21,78,69,39,90,55,28,83,51,29,76,29,10,67,64,36,87,40,15,75,30,12,56,73,42,92,69,40,90,61,31,86,63,34,89
'199902,33,12,67,51,23,82,72,39,88,27,0,64,50,22,79,37,13,72,38,14,72,53,23,84,42,16,75,44,19,75,20,6,52,47,21,75,25,7,61,21,6,44,56,26,83,53,24,82,45,19,76,40,18,77
'200901,25,13,50,29,10,67,70,60,90,.,.,.,42,17,75,35,25,85,36,13,68,44,18,75,36,13,69,-1,-1,-1,25,13,50,39,16,74,24,6,60,38,17,58,48,20,80,43,18,75,40,14,74,23,14,64
'200902,50,30,83,-1,-1,-1,.,.,.,.,.,.,69,36,92,-1,-1,-1,59,30,88,71,39,93,60,28,90,-1,-1,-1,40,29,77,67,34,91,44,16,80,29,3,50,74,41,93,71,39,93,64,30,87,46,15,92
'200904,16,4,46,38,25,81,.,.,.,.,.,.,37,15,70,0,0,25,28,11,63,38,16,72,32,11,69,-1,-1,-1,10,4,38,37,15,68,18,4,56,16,8,35,48,23,73,38,16,71,33,15,66,15,15,55
'200906,29,14,86,.,.,.,-1,-1,-1,.,.,.,50,14,82,56,22,78,47,11,81,52,11,82,46,19,80,.,.,.,29,14,86,49,17,82,29,5,71,46,8,63,53,6,84,43,12,78,53,14,84,64,21,100
'201902,37,13,72,40,16,75,71,44,94,.,.,.,50,22,79,33,12,65,41,17,73,53,23,82,44,18,77,71,43,93,29,10,65,46,21,76,30,9,67,30,14,48,60,29,86,51,23,80,43,19,74,44,24,84
'201903,52,20,89,60,20,90,.,.,.,.,.,.,50,25,79,39,18,69,48,23,79,54,25,81,56,29,89,.,.,.,33,7,83,45,24,76,40,16,74,19,15,44,65,38,84,48,23,77,55,31,86,.,.,.
'201904,40,17,73,50,28,72,.,.,.,.,.,.,47,22,79,50,15,69,47,22,79,39,19,75,41,15,74,.,.,.,27,8,66,55,24,84,25,9,63,44,18,67,52,29,88,52,24,82,32,15,73,-1,-1,-1
'201907,34,13,64,20,0,67,-1,-1,-1,.,.,.,44,17,79,41,7,76,38,10,74,44,18,81,45,11,71,-1,-1,-1,26,8,58,42,15,77,28,6,66,5,4,37,45,20,81,46,18,80,39,13,78,60,13,87
'201908,50,0,67,6,0,44,-1,-1,-1,.,.,.,40,17,77,24,4,63,37,14,75,43,15,83,28,12,61,10,0,70,50,0,67,38,18,72,23,5,65,9,4,29,46,20,82,43,18,77,35,15,78,36,11,75
'201910,56,22,83,56,24,89,-1,-1,-1,0,0,38,58,25,86,44,15,78,51,19,81,58,24,87,60,25,86,83,50,92,46,16,78,58,26,85,33,10,71,15,1,43,63,29,89,60,25,87,52,24,81,57,25,87
'201913,18,6,54,20,7,60,-1,-1,-1,.,.,.,30,10,68,21,5,53,27,9,65,34,12,72,27,9,62,0,0,43,17,7,53,27,9,64,18,5,56,10,1,26,37,13,77,29,9,66,35,13,72,21,8,58
'201914,29,11,74,43,13,76,.,.,.,.,.,.,43,17,77,24,8,54,37,13,74,46,19,80,37,14,79,46,8,92,15,4,65,40,16,74,22,5,62,26,9,47,50,22,81,42,16,77,46,20,76,24,2,70
'202903,23,9,53,34,9,70,78,22,100,.,.,.,39,14,75,24,6,57,34,12,70,41,13,78,31,10,68,33,11,78,11,3,42,37,15,72,19,4,61,20,7,39,43,16,79,40,13,76,37,16,72,22,4,56
'202905,18,18,64,50,36,82,.,.,.,.,.,.,42,18,74,30,18,62,39,17,72,43,19,77,47,22,80,100,67,100,29,29,71,40,17,70,18,4,54,20,9,45,42,16,74,42,18,74,40,16,73,44,19,88
'203901,19,5,60,18,4,43,.,.,.,.,.,.,24,8,57,20,7,54,23,8,56,25,9,62,27,7,65,.,.,.,15,4,55,23,8,53,14,3,50,13,8,24,33,13,63,24,8,57,26,7,59,6,0,35
'203902,26,9,59,35,9,74,.,.,.,.,.,.,39,17,71,57,50,64,35,16,69,38,16,68,31,9,64,-1,-1,-1,26,9,59,39,18,73,16,7,49,21,20,51,40,18,72,40,16,73,36,19,67,57,29,57
'204901,29,15,71,34,11,67,25,13,25,-1,-1,-1,32,12,64,22,6,55,25,9,56,35,13,68,34,16,68,-1,-1,-1,26,7,63,29,10,60,14,4,44,8,4,20,34,13,65,31,10,64,33,14,63,17,5,45
'204904,16,4,51,28,10,62,0,0,0,.,.,.,28,9,60,20,2,56,24,7,57,29,8,64,25,7,57,17,8,67,13,3,46,26,9,56,16,4,49,10,2,26,31,10,62,28,9,59,27,8,61,12,8,48
'205901,36,14,69,48,13,79,18,0,55,-1,-1,-1,42,16,75,45,12,76,40,15,73,43,16,77,40,15,73,30,0,80,26,8,58,41,17,72,29,11,65,30,14,44,46,20,78,41,16,75,44,17,75,34,20,68
'205902,36,14,66,60,33,84,74,48,90,57,29,71,53,25,81,33,13,67,43,17,75,55,26,84,46,20,77,71,43,90,29,11,57,51,25,78,26,6,63,20,6,42,64,33,88,55,27,83,48,22,77,47,17,80
'205903,37,13,70,61,27,86,48,30,78,17,17,67,48,19,81,34,14,62,44,16,78,49,19,82,44,16,79,60,24,76,27,6,60,47,20,79,30,7,69,24,8,46,53,24,84,50,21,82,43,15,76,37,11,70
'205904,53,34,80,60,40,100,100,100,100,.,.,.,42,17,78,52,14,90,39,16,76,44,18,81,42,16,77,-1,-1,-1,28,13,67,41,16,75,23,7,66,34,17,58,51,25,84,43,17,78,40,16,78,36,19,71
'205905,45,10,78,90,70,100,.,.,.,.,.,.,47,17,81,23,8,77,40,12,79,46,14,82,46,15,81,.,.,.,33,9,60,48,19,79,23,5,65,34,2,50,56,26,81,48,16,82,44,17,78,57,14,71
'205906,52,28,77,67,60,93,70,35,100,.,.,.,42,19,72,45,20,76,35,14,67,43,19,73,39,16,69,67,33,100,33,8,61,41,19,71,22,7,55,22,14,39,60,35,84,43,20,73,37,17,70,55,18,80
'205907,16,2,40,67,33,67,-1,-1,-1,.,.,.,25,7,59,-1,-1,-1,25,7,58,27,8,63,25,7,59,.,.,.,16,2,40,24,7,56,17,3,50,18,7,37,35,8,69,25,8,59,25,6,61,26,11,68
'206901,32,9,73,50,21,79,57,29,86,.,.,.,48,18,80,-1,-1,-1,43,14,77,51,21,84,41,14,76,.,.,.,23,5,64,46,15,75,26,6,65,25,6,54,58,24,85,49,19,80,46,14,76,38,10,79
'206902,-1,-1,-1,88,50,100,.,.,.,.,.,.,37,9,70,.,.,.,32,7,64,45,12,76,37,6,63,-1,-1,-1,-1,-1,-1,33,8,66,32,8,62,14,2,49,35,8,70,34,7,64,41,12,76,-1,-1,-1
'206903,-1,-1,-1,33,0,67,.,.,.,.,.,.,54,23,87,22,0,67,44,16,79,52,20,89,43,14,79,.,.,.,-1,-1,-1,55,27,86,32,10,74,17,13,43,58,28,92,67,30,96,40,16,79,-1,-1,-1
'207901,24,8,61,67,17,78,.,.,.,.,.,.,46,17,77,.,.,.,37,11,69,45,15,80,41,14,73,.,.,.,22,8,58,47,18,75,28,6,61,32,13,44,64,26,91,47,17,78,38,15,70,50,17,67
'208901,43,20,70,33,0,42,.,.,.,.,.,.,28,9,58,11,0,44,28,9,55,34,10,68,27,8,60,-1,-1,-1,42,17,63,22,9,50,16,4,45,21,15,29,29,11,60,29,10,59,25,7,58,.,.,.
'208902,25,11,57,34,17,67,83,44,100,.,.,.,34,15,64,21,9,53,29,12,60,37,15,68,31,12,62,-1,-1,-1,25,11,57,32,14,62,23,8,55,19,7,34,43,21,70,35,15,66,31,13,59,21,11,53
'208903,71,21,100,.,.,.,.,.,.,.,.,.,68,32,93,-1,-1,-1,58,19,89,69,31,93,62,25,94,.,.,.,71,21,100,67,33,93,42,8,84,30,6,79,71,35,93,73,36,95,57,23,88,62,46,92
'209901,25,13,69,74,26,91,-1,-1,-1,20,20,100,48,19,84,46,8,88,39,12,80,54,24,89,36,14,76,-1,-1,-1,0,0,50,42,15,80,29,4,73,22,16,48,49,20,85,50,20,85,41,15,82,44,19,100
'209902,.,.,.,.,.,.,.,.,.,-1,-1,-1,32,9,65,.,.,.,30,9,63,39,9,74,27,0,60,-1,-1,-1,.,.,.,26,9,58,24,6,57,3,0,21,33,9,66,39,13,63,26,5,67,.,.,.
'210901,35,11,74,35,17,78,60,29,81,-1,-1,-1,41,15,77,30,7,66,37,12,74,43,15,80,38,13,77,.,.,.,28,8,69,40,14,74,25,6,66,25,6,47,52,21,83,42,15,78,37,14,68,28,14,82
'210902,37,13,76,55,30,85,-1,-1,-1,.,.,.,51,21,83,65,29,88,46,17,78,53,21,84,49,21,84,60,0,100,30,13,70,50,21,81,25,6,65,17,6,47,51,21,82,53,22,82,47,20,84,23,0,92
'210903,46,9,81,71,26,92,-1,-1,-1,.,.,.,54,22,84,29,8,68,46,16,79,58,26,88,58,20,84,-1,-1,-1,44,5,81,49,17,81,30,7,70,29,7,55,60,27,89,53,22,84,55,20,87,41,15,78
'210904,27,10,65,34,7,76,.,.,.,.,.,.,37,12,70,25,6,59,34,10,68,40,12,75,40,14,74,.,.,.,22,10,59,35,11,67,28,8,63,11,1,26,43,14,74,40,13,74,28,8,60,36,27,82
'210905,42,16,84,39,20,85,.,.,.,.,.,.,40,13,77,22,3,61,31,8,72,44,14,80,34,12,77,.,.,.,27,10,78,37,12,74,19,4,59,15,5,43,50,17,83,42,13,77,37,14,75,15,0,69
'210906,-1,-1,-1,30,10,100,.,.,.,.,.,.,36,17,74,-1,-1,-1,37,18,77,38,19,74,-1,-1,-1,-1,-1,-1,.,.,.,33,14,75,23,11,61,10,6,45,35,16,73,36,18,70,35,15,79,83,33,100
'211901,43,20,88,-1,-1,-1,.,.,.,.,.,.,47,22,89,.,.,.,42,18,90,56,28,91,41,18,88,-1,-1,-1,40,14,86,37,17,86,39,15,86,31,8,85,66,38,93,45,21,89,53,29,88,.,.,.
'211902,31,12,64,48,19,71,-1,-1,-1,.,.,.,46,21,77,33,33,50,39,15,70,49,21,81,41,16,73,.,.,.,15,4,48,43,20,73,24,6,62,26,10,47,57,29,86,48,21,79,38,18,68,42,17,100
'212801,27,8,63,61,21,85,69,38,92,-1,-1,-1,45,16,78,29,7,66,39,11,74,45,17,78,39,10,73,50,17,83,23,6,58,45,15,78,25,5,60,20,5,41,50,20,82,48,18,77,42,15,78,35,15,70
'212804,45,24,90,76,39,94,88,60,98,-1,-1,-1,65,33,90,56,20,84,55,23,88,65,35,89,48,24,83,50,8,92,23,3,83,65,31,91,39,12,79,46,18,81,68,35,92,71,35,95,62,32,88,38,13,56
'212901,24,5,64,42,25,74,57,29,86,.,.,.,49,20,80,30,6,63,40,15,75,50,21,84,42,13,79,.,.,.,19,4,60,48,20,75,20,5,60,24,8,44,54,24,83,49,22,80,48,18,79,45,23,77
'212902,49,21,86,69,30,88,75,19,81,.,.,.,64,32,89,42,16,80,47,20,79,66,34,91,57,27,91,55,35,75,46,18,85,62,30,86,38,11,76,24,8,56,66,33,89,64,31,89,65,33,88,60,40,88
'212903,51,23,80,69,35,89,87,65,100,-1,-1,-1,68,38,89,49,24,79,56,28,83,70,41,91,57,28,85,70,42,76,34,10,69,66,36,88,36,13,72,26,8,54,72,42,91,69,40,90,66,35,88,65,29,89
'212904,47,19,86,62,31,83,-1,-1,-1,-1,-1,-1,58,28,86,33,8,65,47,21,81,59,28,88,57,27,88,-1,-1,-1,38,13,82,56,28,84,37,13,74,28,12,41,61,31,89,59,29,87,54,24,83,58,42,82
'212905,37,15,70,56,25,80,70,45,90,53,27,80,42,19,72,28,9,60,36,14,67,46,20,76,40,16,72,41,15,61,29,12,64,39,17,69,25,7,60,21,5,36,66,36,88,42,19,73,42,18,71,30,11,59
'212906,51,29,85,63,31,84,82,55,95,.,.,.,66,34,89,44,17,77,53,24,83,70,38,91,60,29,88,58,29,90,42,24,79,61,31,87,40,15,76,38,17,67,70,38,91,68,36,91,59,30,84,64,32,87
'212909,33,11,69,41,17,70,50,23,88,.,.,.,38,14,71,25,8,62,34,12,68,41,15,75,37,13,71,-1,-1,-1,25,9,61,35,14,67,27,8,63,17,4,33,48,20,76,39,15,72,34,12,66,33,10,69
'212910,32,12,73,33,15,67,67,50,100,.,.,.,33,11,69,21,5,53,29,9,66,33,10,72,35,11,74,-1,-1,-1,24,8,67,34,13,66,19,6,58,17,7,35,37,14,72,36,13,72,29,10,64,17,8,52
'213801,.,.,.,-1,-1,-1,.,.,.,.,.,.,27,14,56,-1,-1,-1,28,13,58,39,15,71,20,12,56,.,.,.,.,.,.,19,12,46,24,10,53,8,8,36,28,14,57,-1,-1,-1,27,14,55,-1,-1,-1
'213901,40,15,71,54,18,88,65,47,85,.,.,.,60,29,88,69,50,100,50,21,81,62,28,90,49,20,79,55,32,95,31,10,69,59,30,86,36,11,75,35,13,57,66,33,91,60,28,88,61,30,88,52,25,85
'214901,39,15,71,-1,-1,-1,90,77,97,.,.,.,42,16,73,-1,-1,-1,41,15,72,46,18,77,42,16,72,.,.,.,34,12,68,39,15,68,34,12,67,18,6,37,64,50,86,43,16,73,40,15,69,26,13,61
'214902,27,14,67,.,.,.,.,.,.,.,.,.,38,13,73,.,.,.,37,13,72,36,13,78,39,13,74,.,.,.,24,13,67,40,14,69,28,11,66,13,7,39,29,0,57,40,13,75,30,13,67,.,.,.
'214903,49,23,76,.,.,.,.,.,.,.,.,.,52,25,79,.,.,.,50,23,77,57,26,84,52,25,79,.,.,.,45,20,74,48,23,74,45,20,74,22,6,45,37,26,63,53,25,80,46,21,70,69,34,84
'215901,35,10,70,47,19,72,17,17,33,.,.,.,36,13,70,24,3,48,31,10,66,40,13,75,32,10,72,39,9,76,22,5,59,33,13,65,19,4,55,14,3,35,38,15,69,37,14,71,34,10,66,31,11,54
'216901,12,0,49,17,0,58,.,.,.,.,.,.,48,20,79,.,.,.,35,11,67,49,22,80,31,10,70,.,.,.,13,0,50,48,19,78,23,7,61,27,12,52,61,28,85,50,21,80,45,16,73,27,18,45
'217901,46,31,69,17,0,50,80,20,80,.,.,.,47,17,72,10,0,50,39,13,64,53,18,75,40,15,64,.,.,.,0,0,40,40,16,69,30,5,58,30,11,35,52,19,77,51,19,75,34,12,64,40,0,80
'218901,40,20,73,54,31,85,.,.,.,.,.,.,54,22,84,.,.,.,46,18,79,57,24,87,51,20,83,.,.,.,28,7,66,51,21,82,35,9,74,28,6,52,63,30,89,55,23,86,50,19,77,48,6,87
'219901,28,20,64,75,13,100,.,.,.,.,.,.,62,27,86,100,60,100,49,18,81,59,26,83,35,21,71,.,.,.,23,14,59,64,29,87,37,11,68,24,15,50,67,29,89,63,28,87,59,25,83,67,0,67
'219903,23,9,56,0,0,47,-1,-1,-1,.,.,.,30,11,62,19,11,44,25,8,57,30,10,66,26,8,59,11,11,67,11,3,42,31,12,58,13,3,48,14,8,30,50,19,79,31,11,62,30,13,60,31,10,45
'219905,24,10,59,.,.,.,.,.,.,22,11,67,40,17,76,11,6,39,36,14,73,38,15,76,39,16,75,.,.,.,24,10,59,41,18,76,22,6,64,15,6,35,49,21,86,42,18,78,34,14,72,14,7,29
'220801,33,20,87,53,30,81,61,26,97,60,40,100,64,33,89,56,28,82,52,27,82,64,33,91,55,25,81,-1,-1,-1,13,0,75,64,33,87,23,8,62,45,17,69,70,36,93,67,34,90,57,29,86,84,42,100
'220802,61,33,87,65,40,94,79,49,96,67,50,100,68,40,92,57,30,86,56,28,88,65,37,92,62,34,91,78,44,100,50,23,81,71,42,93,30,12,75,27,13,50,73,44,95,70,42,93,63,33,91,73,46,94
'220809,70,43,100,60,34,89,84,55,100,.,.,.,68,36,94,48,24,87,69,34,95,67,36,93,68,37,94,.,.,.,56,28,100,70,38,95,54,25,100,29,8,78,71,37,95,75,38,96,65,35,93,69,23,89
'220810,75,50,95,72,41,87,88,60,98,.,.,.,82,52,96,64,34,94,50,25,75,82,54,95,79,46,93,-1,-1,-1,-1,-1,-1,83,49,97,50,38,88,40,18,68,84,53,97,82,52,96,83,51,96,56,21,91
'220811,33,15,69,-1,-1,-1,20,0,40,.,.,.,32,13,72,31,12,73,31,14,70,29,11,64,32,12,71,.,.,.,31,12,68,35,15,78,32,12,67,12,4,52,50,30,70,37,18,77,25,5,63,.,.,.
'220814,63,25,84,60,20,80,88,50,100,.,.,.,59,33,88,47,25,84,-1,-1,-1,60,33,89,60,34,87,.,.,.,59,23,82,59,33,86,55,22,78,15,9,44,71,42,95,66,40,88,58,31,88,56,33,78
'220815,48,22,83,27,2,61,78,56,94,.,.,.,36,17,68,29,13,61,29,13,62,38,20,71,38,19,75,80,40,100,38,18,76,33,14,66,30,15,65,6,4,22,58,36,89,38,20,73,31,14,60,44,20,84
'220817,30,11,71,59,25,90,63,42,88,0,0,67,44,19,78,38,15,74,39,15,76,46,19,80,41,16,79,33,0,87,28,10,71,43,18,77,24,7,66,16,7,42,54,24,82,48,22,83,43,17,77,24,10,59
'220819,31,9,69,31,8,70,57,23,89,-1,-1,-1,38,15,72,32,10,62,33,12,68,42,17,77,32,10,70,40,20,100,27,7,65,34,12,67,19,5,60,13,2,41,42,18,76,44,20,81,35,12,69,33,13,73
'220901,38,16,70,49,24,78,73,46,90,49,21,77,45,20,74,36,13,67,38,15,70,48,22,77,40,16,71,40,20,72,29,11,63,42,19,70,27,8,61,18,6,38,62,34,84,48,22,76,38,16,68,45,22,74
'220902,43,18,75,58,30,84,70,43,90,56,22,81,54,26,81,42,16,72,45,19,76,57,28,85,46,19,77,54,22,81,35,13,70,51,24,78,35,12,69,27,9,49,63,34,86,57,28,83,47,21,76,44,19,75
'220904,40,16,75,42,17,71,70,47,95,50,17,67,38,14,72,29,8,64,38,13,71,40,15,76,43,17,76,58,42,83,29,10,67,36,13,68,27,8,65,17,5,36,47,20,78,43,16,76,31,10,65,28,11,59
'220905,32,11,66,41,18,72,53,29,78,41,22,73,35,14,67,24,7,55,32,11,64,38,15,70,35,12,68,34,17,62,25,9,59,33,13,63,23,6,57,20,6,37,60,33,84,36,14,68,32,12,62,27,11,62
'220906,34,14,66,67,37,88,84,56,96,67,38,95,67,36,88,48,20,79,42,17,73,69,38,90,49,22,77,52,19,87,23,9,55,64,34,86,34,10,69,29,11,54,74,40,93,68,37,89,63,32,87,61,33,85
'220907,48,22,78,65,35,89,76,49,92,45,11,77,65,35,87,49,23,78,49,21,78,67,36,89,55,26,83,57,25,82,38,15,72,63,34,85,37,12,72,27,10,52,70,39,90,67,37,88,58,29,84,62,33,90
'220908,51,24,81,66,37,90,79,51,94,51,26,81,62,32,87,54,24,83,51,22,80,65,34,89,56,26,84,56,25,85,33,13,67,59,30,84,33,10,70,23,7,49,70,40,90,65,35,89,54,25,82,54,26,85
'220910,24,7,58,26,15,68,31,10,57,56,33,78,27,8,60,20,5,53,25,8,58,30,10,63,26,7,59,26,4,43,18,5,48,24,7,56,17,4,51,11,3,25,36,14,67,31,9,64,21,7,54,14,4,52
'220912,43,18,73,44,19,75,65,38,88,33,7,70,39,16,70,31,10,63,34,13,66,43,17,74,43,18,74,51,23,72,40,17,72,36,15,67,27,9,60,22,6,39,51,24,79,43,18,73,34,13,66,26,9,59
'220914,40,14,73,65,31,89,76,43,93,80,40,87,53,24,81,42,15,75,40,13,74,57,26,85,48,19,77,20,5,70,32,10,68,49,21,78,28,7,65,19,6,41,58,29,85,56,26,83,46,20,77,49,18,77
'220915,33,11,74,50,19,82,73,41,94,-1,-1,-1,50,21,81,33,9,64,40,14,75,50,20,82,43,17,78,54,32,84,23,8,66,50,21,80,25,6,64,23,8,47,52,22,82,52,22,82,46,19,79,41,19,81
