DISTRICT,DD000A001223R,DD000A001323R,DD000A001S23R,DD200A001223R,DD200A001323R,DD200A001S23R,DD300A001223R,DD300A001323R,DD300A001S23R,DD400A001223R,DD400A001323R,DD400A001S23R,DDA00A001223R,DDA00A001323R,DDA00A001S23R,DDB00A001223R,DDB00A001323R,DDB00A001S23R,DDE00A001223R,DDE00A001323R,DDE00A001S23R,DDF00A001223R,DDF00A001323R,DDF00A001S23R,DDH00A001223R,DDH00A001323R,DDH00A001S23R,DDI00A001223R,DDI00A001323R,DDI00A001S23R,DDL00A001223R,DDL00A001323R,DDL00A001S23R,DDM00A001223R,DDM00A001323R,DDM00A001S23R,DDR00A001223R,DDR00A001323R,DDR00A001S23R,DDS00A001223R,DDS00A001323R,DDS00A001S23R,DDW00A001223R,DDW00A001323R,DDW00A001S23R,DISTNAME,DNC00A001223R,DNC00A001323R,DNC00A001S23R,DNM00A001223R,DNM00A001323R,DNM00A001S23R,DNS00A001223R,DNS00A001323R,DNS00A001S23R
"'056901",19,3,52,35,9,56,-1,-1,-1,.,.,.,41,13,70,20,0,47,33,9,64,42,12,72,35,8,66,25,0,88,16,3,49,39,13,69,17,3,53,17,4,42,55,22,81,"DALHART ISD",42,12,72,39,14,68,39,4,72
"'056902",45,6,82,-1,-1,-1,.,.,.,.,.,.,70,35,92,.,.,.,61,28,88,74,41,97,56,20,87,-1,-1,-1,43,6,81,67,30,89,37,5,80,64,44,84,81,46,96,"TEXLINE ISD",73,36,95,65,33,88,60,20,80
"'057802",18,7,48,44,13,50,-1,-1,-1,12,0,41,22,8,53,20,7,52,22,9,52,25,7,56,23,9,54,-1,-1,-1,17,7,48,19,9,49,21,8,53,36,32,52,21,3,55,"PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES",26,9,57,19,7,49,4,0,38
"'057803",33,9,67,42,16,71,87,59,97,70,20,80,39,13,71,34,10,66,35,10,68,40,14,73,35,10,69,47,4,81,28,7,64,38,13,69,27,6,63,22,6,46,60,27,81,"UPLIFT EDUCATION",42,15,73,35,12,66,23,7,52
"'057804",13,1,50,13,0,38,15,0,62,0,0,33,15,2,54,12,1,53,15,1,56,16,1,59,16,2,54,25,15,65,12,1,49,14,2,50,15,2,54,6,1,35,34,5,69,"TEXANS CAN ACADEMIES",6,0,41,15,2,54,6,1,38
"'057805",25,0,54,-1,-1,-1,.,.,.,.,.,.,26,7,63,.,.,.,13,0,55,32,5,73,18,0,55,.,.,.,25,0,54,22,9,56,14,0,55,0,0,30,58,33,83,"LUMIN EDUCATION",27,8,65,-1,-1,-1,-1,-1,-1
"'057806",21,3,51,20,10,40,26,0,58,-1,-1,-1,22,4,54,17,3,49,21,4,53,21,5,53,24,5,55,.,.,.,21,3,50,22,3,55,17,2,50,7,2,29,27,2,65,"ADVANTAGE ACADEMY",24,5,56,19,3,50,10,2,31
"'057807",25,5,59,48,15,79,71,24,94,-1,-1,-1,37,9,69,34,8,67,31,7,64,39,10,71,35,9,68,33,17,92,21,4,56,35,9,68,23,4,58,20,6,42,54,19,79,"LIFE SCHOOL",39,10,71,34,9,67,29,4,69
"'057808",51,22,81,67,44,78,83,55,94,.,.,.,63,35,85,50,21,78,43,14,78,62,35,85,38,11,73,-1,-1,-1,50,21,80,63,34,85,50,21,81,26,9,55,72,33,92,"UNIVERSAL ACADEMY",63,35,87,62,34,82,27,23,64
"'057809",-1,-1,-1,.,.,.,.,.,.,.,.,.,50,14,79,54,17,83,50,14,79,50,0,80,-1,-1,-1,.,.,.,-1,-1,-1,50,22,78,-1,-1,-1,-1,-1,-1,.,.,.,"NOVA ACADEMY",50,14,73,50,17,100,.,.,.
"'057810",15,0,35,41,29,53,.,.,.,-1,-1,-1,16,3,37,11,2,30,16,3,37,15,2,34,21,0,44,.,.,.,14,0,32,18,4,40,15,3,36,26,6,36,.,.,.,"ACADEMY OF DALLAS",9,2,30,22,4,43,0,0,0
"'057813",36,11,68,25,4,50,52,18,88,.,.,.,38,13,69,28,12,58,37,12,68,38,13,70,38,13,69,31,6,81,36,11,68,38,13,68,35,11,66,17,5,37,38,23,65,"TRINITY BASIN PREPARATORY",42,15,72,33,11,65,33,11,66
"'057814",-1,-1,-1,.,.,.,.,.,.,.,.,.,0,0,13,0,0,20,0,0,15,-1,-1,-1,0,0,0,.,.,.,-1,-1,-1,0,0,18,0,0,14,0,0,40,-1,-1,-1,"ACADEMY FOR ACADEMIC EXCELLENCE",.,.,.,0,0,13,-1,-1,-1
"'057816",50,0,63,36,12,68,.,.,.,.,.,.,25,6,57,25,6,56,29,7,61,25,7,56,33,8,75,.,.,.,50,0,63,26,6,58,16,3,48,10,6,34,-1,-1,-1,"A W BROWN LEADERSHIP ACADEMY",30,7,62,14,5,45,0,0,17
"'057819",34,9,68,-1,-1,-1,.,.,.,.,.,.,38,11,71,37,7,70,40,9,72,38,12,69,38,11,71,-1,-1,-1,29,7,64,39,9,72,28,7,64,11,6,50,-1,-1,-1,"JEAN MASSIEU ACADEMY",40,12,74,34,7,64,20,0,80
"'057827",39,12,72,29,29,57,.,.,.,.,.,.,37,11,70,26,6,64,37,11,69,42,15,73,44,14,74,.,.,.,34,7,68,32,7,68,35,11,67,24,2,33,.,.,.,"NOVA ACADEMY SOUTHEAST",41,11,74,31,11,65,100,80,100
"'057828",15,1,63,6,0,53,62,8,100,-1,-1,-1,22,4,66,12,0,58,22,3,67,26,3,74,22,3,68,-1,-1,-1,15,1,63,19,4,60,22,4,66,14,2,49,40,12,75,"WINFREE ACADEMY CHARTER SCHOOLS",21,0,79,22,4,66,19,12,62
"'057829",26,5,60,45,9,55,25,0,42,.,.,.,29,6,62,28,9,62,29,6,63,30,7,62,29,6,62,.,.,.,22,4,56,28,5,61,22,4,56,19,5,36,38,13,68,"A+ ACADEMY",31,7,64,25,5,58,23,3,58
"'057830",22,4,58,-1,-1,-1,.,.,.,.,.,.,25,5,61,18,2,45,24,5,61,23,4,59,25,5,61,.,.,.,19,3,55,27,6,62,19,3,56,15,5,38,33,13,63,"INSPIRED VISION ACADEMY",27,6,65,21,3,54,13,5,38
"'057831",-1,-1,-1,50,25,88,.,.,.,.,.,.,30,5,60,29,5,58,33,6,62,31,6,60,39,6,78,.,.,.,.,.,.,30,5,59,17,2,45,3,0,26,.,.,.,"GATEWAY CHARTER ACADEMY",32,5,61,27,6,58,.,.,.
"'057833",39,13,74,29,0,57,29,6,94,80,20,100,43,12,73,38,11,62,41,11,70,40,12,70,46,12,78,.,.,.,39,13,74,46,13,78,24,6,59,20,4,41,44,15,75,"EDUCATION CENTER INTERNATIONAL ACADEMY",47,14,78,34,9,65,56,25,75
"'057834",12,1,56,29,7,71,0,0,60,.,.,.,18,2,61,14,1,58,18,2,63,20,1,68,17,1,60,-1,-1,-1,10,1,54,16,2,54,17,2,61,8,1,57,51,8,85,"EVOLUTION ACADEMY CHARTER SCHOOL",11,0,44,18,2,61,8,5,45
"'057835",37,12,71,-1,-1,-1,-1,-1,-1,.,.,.,39,13,73,36,14,77,38,13,72,38,13,74,39,13,73,13,13,75,34,10,69,39,14,72,34,10,69,15,3,45,32,16,79,"GOLDEN RULE CHARTER SCHOOL",41,15,74,30,7,67,42,8,71
"'057836",.,.,.,50,50,50,.,.,.,.,.,.,44,18,76,43,16,75,42,18,73,43,20,75,70,40,95,-1,-1,-1,.,.,.,44,15,76,43,13,67,27,7,56,.,.,.,"ST ANTHONY SCHOOL",47,20,74,39,15,79,-1,-1,-1
"'057839",33,8,72,.,.,.,-1,-1,-1,.,.,.,37,11,74,0,0,33,36,11,74,36,9,75,37,11,75,-1,-1,-1,31,7,71,38,13,73,29,7,69,18,4,46,29,18,65,"LA ACADEMIA DE ESTRELLAS",37,11,77,35,11,65,39,6,71
"'057840",54,23,83,90,60,100,79,21,96,.,.,.,75,29,96,67,23,98,78,22,96,82,7,100,76,44,100,-1,-1,-1,50,15,81,88,16,100,80,0,100,.,.,.,72,36,84,"RICHLAND COLLEGIATE HIGH SCHOOL",.,.,.,75,29,96,22,22,78
"'057841",33,9,67,29,0,64,.,.,.,.,.,.,31,8,64,18,6,47,31,8,64,28,7,61,33,9,67,.,.,.,30,8,65,34,9,67,27,7,61,19,8,39,7,0,43,"CITYSCAPE SCHOOLS",31,8,62,30,8,68,11,4,54
"'057844",31,8,59,-1,-1,-1,37,16,66,-1,-1,-1,37,13,65,40,12,71,30,10,61,36,13,67,38,10,62,-1,-1,-1,31,8,59,37,12,64,31,9,61,49,8,66,33,10,61,"MANARA ACADEMY",43,17,77,29,8,52,0,0,0
"'057845",44,11,79,75,25,87,64,36,91,.,.,.,61,24,87,56,20,85,52,15,83,63,24,87,53,17,83,43,0,71,43,9,78,58,24,86,51,10,85,24,8,55,76,39,94,"UME PREPARATORY ACADEMY",65,29,89,56,18,84,61,23,80
"'057846",20,4,54,44,14,78,64,27,82,0,0,20,25,7,58,28,10,59,26,7,58,24,7,58,24,6,57,18,4,43,19,4,53,26,6,58,21,5,53,17,5,39,26,9,58,"LEGACY PREPARATORY",26,7,58,24,7,58,22,9,48
"'057847",25,3,68,42,11,71,77,31,100,.,.,.,35,9,71,27,6,67,29,7,65,35,9,73,35,8,71,.,.,.,17,3,62,34,8,70,19,2,60,18,3,48,52,17,84,"VILLAGE TECH SCHOOLS",36,10,71,33,8,72,12,8,28
"'057848",25,5,58,43,16,73,67,31,88,47,20,73,34,10,65,33,10,63,29,8,61,34,11,66,30,8,62,36,10,60,25,5,58,34,10,64,25,6,58,15,3,35,52,21,80,"INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)",39,13,69,28,7,60,25,7,56
"'057850",42,11,79,51,24,78,84,31,97,56,0,89,50,17,81,46,14,76,43,11,78,48,17,80,44,12,80,71,57,86,39,9,78,51,16,81,36,8,74,24,5,55,56,22,83,"PIONEER TECHNOLOGY & ARTS ACADEMY",53,14,84,48,17,80,33,6,68
"'057851",8,8,33,.,.,.,.,.,.,.,.,.,23,9,51,8,0,35,11,0,53,11,4,41,14,7,43,.,.,.,8,8,33,35,15,62,8,8,33,17,17,33,62,31,92,"BRIDGEWAY PREPARATORY ACADEMY",6,0,28,31,14,63,-1,-1,-1
"'057903",38,12,70,58,29,83,81,53,94,50,30,90,47,19,76,35,11,68,39,12,71,49,20,78,41,13,72,51,30,76,34,10,68,46,19,74,32,8,66,28,9,52,71,37,89,"CARROLLTON-FARMERS BRANCH ISD",50,21,78,40,15,70,50,23,78
"'057904",39,12,73,44,18,76,68,39,93,88,50,100,38,11,70,35,10,67,33,8,66,41,12,73,41,11,74,37,13,83,35,10,71,35,10,67,24,5,59,24,5,42,61,24,82,"CEDAR HILL ISD",42,13,73,32,9,65,24,6,56
"'057905",40,14,70,54,28,79,70,45,86,38,16,72,44,16,72,34,10,65,40,13,70,45,17,75,43,15,73,38,9,68,40,13,70,42,16,70,34,10,65,26,10,48,77,49,90,"DALLAS ISD",45,17,73,38,13,68,38,15,68
"'057906",33,9,64,39,13,72,39,18,68,.,.,.,36,9,68,35,9,67,31,7,64,39,11,71,38,10,69,65,15,80,33,9,64,33,8,65,24,5,57,25,8,47,33,12,70,"DESOTO ISD",38,10,70,32,8,64,17,4,49
"'057907",32,9,66,45,10,74,58,27,86,.,.,.,35,9,67,29,7,62,33,9,66,38,10,71,37,11,70,37,10,57,29,8,63,32,9,64,27,6,62,17,5,36,53,24,80,"DUNCANVILLE ISD",36,10,69,31,8,65,22,8,54
"'057909",40,14,71,55,22,79,72,40,90,54,29,76,46,18,75,38,13,68,40,13,70,48,19,77,40,13,72,40,15,73,37,12,69,45,18,73,35,11,67,24,7,45,63,30,85,"GARLAND ISD",49,20,76,38,13,69,36,14,66
"'057910",35,11,66,53,22,80,75,44,91,32,13,65,41,15,70,40,14,69,36,11,66,42,14,72,38,12,68,42,11,73,35,11,65,40,15,68,30,8,62,19,5,43,52,22,78,"GRAND PRAIRIE ISD",43,15,72,37,13,66,37,13,64
"'057911",67,37,87,90,59,97,95,77,99,75,50,100,86,52,97,56,23,85,78,39,93,85,51,97,77,45,92,77,47,87,67,27,85,86,53,97,54,16,85,61,29,85,85,50,97,"HIGHLAND PARK ISD",86,54,97,82,47,95,90,55,99
"'057912",28,7,61,40,14,74,68,29,90,29,8,65,35,10,67,33,9,64,34,9,66,36,10,68,34,9,66,30,6,66,25,5,59,34,9,65,27,6,61,21,5,39,46,16,75,"IRVING ISD",37,10,69,29,8,61,25,8,53
"'057913",35,10,68,35,14,70,96,57,100,64,27,73,33,9,67,31,8,66,31,8,65,35,10,70,37,11,71,34,4,64,31,9,66,32,8,64,23,5,59,18,8,39,48,21,84,"LANCASTER ISD",37,11,70,27,6,63,17,1,53
"'057914",42,13,73,47,16,75,64,35,87,38,14,60,43,14,73,34,9,66,40,12,71,45,14,75,44,14,75,46,10,75,37,10,69,41,13,70,36,10,68,22,5,46,52,20,78,"MESQUITE ISD",46,15,76,34,9,66,37,13,70
"'057916",30,9,62,62,34,84,57,28,82,26,6,62,52,24,77,39,13,69,36,12,67,53,25,79,36,12,67,53,23,72,25,6,58,50,24,75,26,6,60,25,8,49,78,46,93,"RICHARDSON ISD",56,27,79,38,15,67,59,32,81
"'057919",61,20,85,65,27,90,85,49,97,.,.,.,73,37,91,52,26,78,51,17,78,74,37,92,57,23,83,100,0,100,55,15,81,72,38,90,50,14,78,35,9,65,77,40,94,"SUNNYVALE ISD",76,40,92,64,30,89,81,41,98
"'057922",62,30,84,91,27,100,91,66,98,84,37,100,81,52,94,54,17,83,51,19,79,82,52,95,59,27,83,73,32,92,57,25,82,80,51,93,51,19,80,43,15,69,77,41,93,"COPPELL ISD",82,53,94,78,48,92,79,47,94
"'058902",30,0,75,50,0,100,.,.,.,.,.,.,37,6,74,.,.,.,35,7,74,38,7,72,33,5,72,.,.,.,28,0,72,36,5,77,27,2,68,19,0,38,48,9,78,"DAWSON ISD",37,5,73,38,7,75,50,17,67
"'058905",56,25,81,88,50,100,.,.,.,.,.,.,75,36,93,.,.,.,69,27,85,74,34,93,68,30,90,.,.,.,50,19,78,76,38,94,60,11,90,38,5,81,79,40,95,"KLONDIKE ISD",80,38,95,55,28,85,64,21,100
"'058906",29,6,66,38,25,63,87,40,100,.,.,.,28,6,63,20,2,52,24,5,60,28,6,66,26,6,62,-1,-1,-1,18,3,61,27,7,60,14,2,51,17,5,38,35,13,68,"LAMESA ISD",28,6,63,26,6,64,13,7,27
"'058909",61,24,89,-1,-1,-1,-1,-1,-1,.,.,.,59,20,87,.,.,.,50,19,83,58,14,91,48,16,84,100,0,100,47,13,84,59,24,84,47,9,81,39,18,63,66,24,90,"SANDS CISD",59,22,87,56,9,88,-1,-1,-1
"'059901",36,7,70,25,4,67,100,69,100,.,.,.,39,9,72,26,9,78,36,8,70,40,8,73,38,8,71,-1,-1,-1,34,7,68,38,10,71,28,5,64,25,6,45,55,17,86,"HEREFORD ISD",40,10,73,36,7,68,31,4,73
"'059902",58,17,96,.,.,.,.,.,.,.,.,.,66,20,96,.,.,.,68,17,97,65,27,96,65,18,97,.,.,.,55,9,95,67,16,97,47,14,94,40,8,88,71,38,92,"WALCOTT ISD",69,20,97,55,21,95,100,44,100
"'060902",26,0,49,45,10,80,-1,-1,-1,.,.,.,43,14,74,23,5,59,37,10,69,45,15,77,36,7,68,44,0,81,26,0,49,42,12,71,25,5,59,26,6,52,48,17,77,"COOPER ISD",45,16,76,40,10,71,47,7,80
"'060914",42,12,58,18,0,47,.,.,.,.,.,.,22,6,48,12,3,36,21,4,47,22,6,49,35,12,65,57,0,71,36,5,50,22,5,47,10,1,35,9,0,27,29,9,57,"FANNINDEL ISD",22,5,49,22,6,47,0,0,17
"'061802",25,7,58,26,13,58,79,64,93,.,.,.,34,13,66,34,13,66,33,13,66,33,12,66,27,6,62,-1,-1,-1,24,7,58,34,14,66,32,11,65,12,2,43,49,27,77,"NORTH TEXAS COLLEGIATE ACADEMY",34,13,69,34,13,63,47,7,80
"'061804",44,7,77,59,22,82,80,50,96,.,.,.,60,27,87,50,15,82,57,17,83,60,28,87,54,21,82,61,17,91,44,7,77,61,27,87,34,6,73,33,7,61,51,17,84,"LEADERSHIP PREP SCHOOL",66,31,90,55,23,83,44,17,77
"'061805",53,18,80,70,44,86,74,46,97,-1,-1,-1,70,37,91,36,6,74,47,25,72,72,36,92,59,26,86,.,.,.,45,12,77,68,38,90,37,9,73,37,8,71,80,43,95,"TRIVIUM ACADEMY",78,45,94,59,26,86,80,49,95
"'061901",34,10,66,56,12,88,74,43,90,50,20,79,48,19,75,33,9,64,33,10,64,50,20,77,39,13,70,47,20,76,30,8,63,47,19,74,27,7,61,23,7,47,64,30,86,"DENTON ISD",52,21,78,41,15,70,50,19,78
"'061902",37,13,68,63,33,85,80,51,93,52,16,72,60,29,83,36,11,69,37,12,68,60,30,84,42,15,72,58,27,82,31,9,64,59,29,81,34,9,66,32,11,59,73,37,91,"LEWISVILLE ISD",62,31,84,53,25,78,68,32,89
"'061903",29,8,61,61,33,78,60,20,100,-1,-1,-1,43,16,73,23,3,41,32,10,65,44,17,76,32,10,66,-1,-1,-1,25,6,59,42,15,71,28,6,61,24,8,46,55,23,84,"PILOT POINT ISD",43,16,74,42,17,72,41,22,72
"'061905",30,6,66,57,20,85,79,42,89,20,0,80,52,18,80,41,10,72,37,10,70,51,18,82,39,11,72,44,13,63,25,3,63,52,19,79,30,5,67,19,5,48,59,22,85,"KRUM ISD",53,20,81,49,15,79,44,5,85
"'061906",34,7,65,54,15,88,78,44,100,.,.,.,52,18,81,51,5,91,40,10,71,50,16,80,41,10,72,85,46,92,25,2,59,55,20,81,30,4,68,23,6,48,59,22,85,"PONDER ISD",54,18,83,49,16,75,59,18,85
"'061907",38,10,70,53,19,85,68,33,92,75,50,94,53,19,82,37,10,70,40,11,73,55,20,84,45,16,77,19,0,63,33,9,68,52,19,80,27,6,65,20,5,50,61,23,87,"AUBREY ISD",58,22,86,48,17,78,59,23,88
"'061908",34,8,72,54,24,82,73,36,91,-1,-1,-1,55,21,83,40,11,78,42,13,76,57,22,86,45,14,78,53,11,100,21,1,64,52,20,80,28,4,68,21,4,51,61,25,86,"SANGER ISD",57,22,84,50,20,81,66,28,93
"'061910",57,27,82,75,39,96,89,61,98,57,29,71,78,39,94,71,32,89,51,20,81,77,37,94,68,30,89,90,61,100,48,20,78,78,41,94,44,13,78,41,14,70,79,39,94,"ARGYLE ISD",77,38,94,79,41,94,82,47,96
"'061911",42,15,73,51,20,78,74,42,92,49,18,79,59,25,83,45,15,73,40,13,70,60,26,85,49,18,77,60,24,82,35,10,69,57,25,81,28,6,63,22,5,49,65,29,87,"NORTHWEST ISD",62,28,85,51,20,78,60,26,86
"'061912",25,6,60,46,16,74,65,39,84,-1,-1,-1,48,17,77,34,9,68,34,9,68,50,18,79,39,11,72,45,16,58,18,3,54,47,15,76,23,4,61,18,5,45,57,21,84,"LAKE DALLAS ISD",50,18,80,44,14,71,46,13,81
"'061914",28,7,61,56,24,82,70,41,91,53,19,75,46,17,74,35,10,67,32,9,64,47,17,76,36,11,67,40,13,85,23,5,57,44,17,73,25,4,60,20,6,43,57,24,84,"LITTLE ELM ISD",48,18,76,40,14,70,48,16,78
"'062901",35,10,64,54,28,82,47,13,73,.,.,.,48,16,77,32,4,68,36,10,69,48,15,78,42,12,73,.,.,.,31,8,61,48,17,77,26,6,61,22,7,48,59,23,85,"CUERO ISD",48,15,78,49,17,77,30,14,74
"'062902",.,.,.,33,11,89,.,.,.,.,.,.,54,19,84,100,20,100,55,12,84,51,16,84,45,10,82,.,.,.,.,.,.,57,23,83,15,2,63,27,7,60,59,27,84,"NORDHEIM ISD",54,20,83,53,16,88,100,40,100
"'062903",39,8,75,54,17,75,88,13,100,.,.,.,51,16,80,40,11,64,46,13,77,53,16,83,47,13,78,-1,-1,-1,35,6,72,48,15,77,36,8,70,25,7,51,64,24,87,"YOAKUM ISD",50,16,79,54,16,82,40,8,75
"'062904",0,0,31,57,21,71,0,0,50,.,.,.,43,16,77,10,0,40,35,10,70,45,17,78,36,9,74,50,0,50,0,0,31,42,15,76,25,3,62,19,5,49,53,24,82,"YORKTOWN ISD",44,16,78,42,14,74,13,0,53
"'062905",-1,-1,-1,.,.,.,.,.,.,.,.,.,78,39,96,-1,-1,-1,72,35,93,72,38,94,78,36,96,.,.,.,.,.,.,89,42,100,-1,-1,-1,33,17,67,78,44,96,"WESTHOFF ISD",78,42,94,79,33,100,.,.,.
"'062906",.,.,.,67,50,83,.,.,.,.,.,.,69,31,90,-1,-1,-1,55,16,88,72,35,93,85,35,100,.,.,.,.,.,.,66,28,89,45,0,86,17,0,67,67,30,91,"MEYERSVILLE ISD",78,35,92,51,23,87,-1,-1,-1
"'063903",0,0,83,39,17,74,.,.,.,.,.,.,42,14,74,-1,-1,-1,29,7,61,44,13,78,34,8,66,.,.,.,0,0,83,40,15,69,18,1,53,18,5,48,48,17,79,"SPUR ISD",47,15,74,33,11,73,53,27,87
"'063906",.,.,.,.,.,.,.,.,.,.,.,.,44,18,78,-1,-1,-1,36,14,77,43,17,83,45,28,90,.,.,.,.,.,.,45,18,75,22,0,22,23,0,50,43,12,70,"PATTON SPRINGS ISD",45,20,74,44,14,84,50,0,88
"'064903",25,8,60,50,33,92,78,50,94,.,.,.,37,10,70,46,0,77,33,9,67,37,10,71,36,10,70,-1,-1,-1,23,6,58,37,11,69,24,4,60,27,6,54,57,16,82,"CARRIZO SPRINGS CISD",37,10,71,36,10,68,41,15,74
"'065901",.,.,.,46,9,86,.,.,.,.,.,.,60,24,84,13,0,44,45,12,73,60,23,86,66,30,84,-1,-1,-1,.,.,.,61,25,82,35,6,69,24,9,53,64,26,86,"CLARENDON ISD",64,26,85,45,15,75,52,15,78
"'065902",25,13,63,42,25,83,.,.,.,.,.,.,54,19,83,.,.,.,48,15,82,54,19,89,40,13,69,.,.,.,25,13,63,53,20,78,39,4,79,25,15,71,61,22,90,"HEDLEY ISD",61,24,85,41,11,79,-1,-1,-1
"'066005",-1,-1,-1,.,.,.,.,.,.,.,.,.,43,14,64,.,.,.,50,17,67,-1,-1,-1,43,14,64,.,.,.,-1,-1,-1,50,17,67,43,14,64,-1,-1,-1,.,.,.,"RAMIREZ CSD",43,14,64,.,.,.,.,.,.
"'066901",8,0,54,.,.,.,.,.,.,.,.,.,29,5,65,.,.,.,28,4,64,32,4,67,30,5,66,.,.,.,8,0,54,26,6,62,13,3,40,24,4,49,0,0,0,"BENAVIDES ISD",29,5,69,28,4,49,-1,-1,-1
"'066902",20,3,67,-1,-1,-1,-1,-1,-1,.,.,.,38,12,69,.,.,.,36,12,68,41,12,72,38,12,68,.,.,.,17,3,66,36,13,66,18,3,54,19,7,37,83,23,97,"SAN DIEGO ISD",37,12,69,43,15,68,58,21,84
"'066903",20,5,55,-1,-1,-1,.,.,.,.,.,.,37,11,69,0,0,0,32,8,66,40,12,73,36,10,69,-1,-1,-1,16,3,53,34,10,66,20,3,57,25,7,48,54,30,78,"FREER ISD",39,11,71,26,7,56,40,16,64
"'067902",41,0,77,77,23,100,85,69,100,.,.,.,64,29,88,50,0,67,54,17,83,65,30,91,59,20,85,20,0,100,41,0,77,62,27,85,39,8,77,23,6,55,64,30,89,"CISCO ISD",66,30,90,57,25,81,68,21,84
"'067903",29,5,67,76,24,100,53,24,82,-1,-1,-1,54,17,84,14,0,29,47,12,80,55,17,86,39,7,78,.,.,.,28,5,66,54,17,83,31,5,73,22,5,51,61,21,87,"EASTLAND ISD",56,18,85,51,13,83,76,30,94
"'067904",20,7,57,57,0,71,.,.,.,75,38,100,38,9,73,-1,-1,-1,32,8,66,40,13,78,36,7,74,.,.,.,20,7,57,36,5,68,21,2,60,14,2,36,38,9,71,"GORMAN ISD",39,9,74,35,10,69,33,8,75
"'067907",14,0,55,40,0,80,.,.,.,.,.,.,29,9,63,-1,-1,-1,26,7,61,30,8,66,32,4,66,-1,-1,-1,14,0,55,28,9,61,13,3,51,21,9,44,26,10,61,"RANGER ISD",27,9,63,32,10,63,30,19,70
"'067908",52,5,86,-1,-1,-1,.,.,.,.,.,.,36,8,69,.,.,.,29,4,62,45,12,74,36,3,71,.,.,.,25,0,75,25,3,61,18,0,53,4,0,38,37,10,69,"RISING STAR ISD",43,10,73,29,6,64,-1,-1,-1
"'068802",14,0,86,50,25,79,29,14,71,-1,-1,-1,50,17,82,53,18,70,43,12,77,52,17,83,47,18,80,40,0,100,14,0,86,48,16,81,24,3,67,19,2,50,52,16,84,"COMPASS ACADEMY CHARTER SCHOOL",51,17,83,47,15,80,54,17,83
"'068901",27,8,60,47,17,74,76,45,93,33,7,69,37,12,68,30,9,59,32,9,63,38,11,70,35,10,66,42,9,75,26,7,59,36,12,65,24,5,58,19,5,42,49,18,76,"ECTOR COUNTY ISD",37,12,68,37,12,67,31,10,59
"'069901",9,0,48,.,.,.,.,.,.,.,.,.,29,9,67,.,.,.,22,5,61,34,13,74,24,5,63,.,.,.,6,0,45,26,6,62,18,2,61,16,2,48,60,33,94,"ROCKSPRINGS ISD",28,8,66,35,13,71,-1,-1,-1
"'069902",40,0,80,-1,-1,-1,.,.,.,.,.,.,45,15,75,-1,-1,-1,42,13,72,46,17,77,36,10,69,-1,-1,-1,40,0,80,45,14,73,46,15,72,26,9,45,50,18,78,"NUECES CANYON CISD",49,16,78,35,13,65,67,33,83
"'070801",16,2,49,26,16,53,11,0,56,.,.,.,19,3,52,20,3,55,19,3,52,20,3,54,17,2,50,50,0,83,16,2,49,18,3,50,17,2,50,5,0,23,33,7,71,"WAXAHACHIE FAITH FAMILY ACADEMY",20,3,52,17,3,51,11,3,39
"'070901",23,3,61,50,13,75,.,.,.,.,.,.,37,10,71,0,0,70,28,6,65,37,11,71,35,8,71,.,.,.,23,3,61,38,10,71,18,2,54,16,4,43,40,12,71,"AVALON ISD",39,12,73,32,6,65,30,0,70
"'070903",35,11,69,50,13,79,66,26,82,24,4,62,47,16,76,30,7,63,41,12,73,48,15,79,44,13,75,56,25,81,28,7,62,45,16,73,25,6,59,25,8,50,61,25,85,"ENNIS ISD",47,16,77,44,14,73,47,22,74
"'070905",32,7,70,75,18,90,38,19,69,83,0,100,41,11,75,37,8,70,38,10,73,44,11,77,40,11,74,63,25,88,29,6,68,39,11,73,29,5,67,19,3,44,47,13,78,"FERRIS ISD",42,12,76,39,9,71,40,9,78
"'070907",33,8,69,11,0,61,.,.,.,40,20,100,41,11,72,23,5,52,33,9,66,44,13,76,37,8,72,-1,-1,-1,31,7,68,38,10,68,27,6,62,15,2,41,50,15,78,"ITALY ISD",39,9,71,46,16,74,47,16,68
"'070908",38,12,73,59,23,85,73,37,91,83,67,100,58,23,85,49,15,79,42,12,74,60,24,86,50,18,81,56,10,95,32,8,70,57,23,84,33,7,71,26,8,54,64,28,88,"MIDLOTHIAN ISD",61,25,86,53,20,82,62,22,92
"'070909",16,0,52,29,17,46,.,.,.,.,.,.,28,5,58,22,2,49,27,3,58,35,8,68,27,4,58,.,.,.,16,0,52,22,2,52,15,1,47,11,2,32,33,6,69,"MILFORD ISD",31,6,58,20,2,58,0,0,29
"'070910",39,11,69,56,23,90,33,17,67,.,.,.,58,22,82,69,29,94,47,15,75,58,21,83,50,17,76,29,0,71,38,10,68,58,23,82,37,9,67,31,8,56,65,27,87,"PALMER ISD",59,23,82,55,20,83,76,30,93
"'070911",32,8,67,59,22,82,57,28,79,-1,-1,-1,43,14,74,36,9,70,37,10,69,46,15,77,41,13,73,63,17,80,32,8,67,41,13,72,25,5,62,17,5,41,57,22,81,"RED OAK ISD",47,16,77,37,11,70,51,18,80
