DISTRICT,DD000A001223R,DD000A001323R,DD000A001S23R,DD200A001223R,DD200A001323R,DD200A001S23R,DD300A001223R,DD300A001323R,DD300A001S23R,DD400A001223R,DD400A001323R,DD400A001S23R,DDA00A001223R,DDA00A001323R,DDA00A001S23R,DDB00A001223R,DDB00A001323R,DDB00A001S23R,DDE00A001223R,DDE00A001323R,DDE00A001S23R,DDF00A001223R,DDF00A001323R,DDF00A001S23R,DDH00A001223R,DDH00A001323R,DDH00A001S23R,DDI00A001223R,DDI00A001323R,DDI00A001S23R,DDL00A001223R,DDL00A001323R,DDL00A001S23R,DDM00A001223R,DDM00A001323R,DDM00A001S23R,DDR00A001223R,DDR00A001323R,DDR00A001S23R,DDS00A001223R,DDS00A001323R,DDS00A001S23R,DDW00A001223R,DDW00A001323R,DDW00A001S23R,DISTNAME,DNC00A001223R,DNC00A001323R,DNC00A001S23R,DNM00A001223R,DNM00A001323R,DNM00A001S23R,DNS00A001223R,DNS00A001323R,DNS00A001S23R
"'001902",43,0,71,60,14,86,-1,-1,-1,.,.,.,61,23,86,43,7,67,54,16,82,63,24,87,55,20,83,.,.,.,43,0,71,59,23,84,41,11,75,17,3,47,63,25,87,"CAYUGA ISD",66,27,89,50,16,79,50,0,88
"'001903",31,7,84,48,18,80,71,43,100,-1,-1,-1,55,21,84,23,3,45,41,15,73,60,24,87,47,17,81,80,60,100,30,6,83,51,18,81,25,4,68,17,4,43,58,22,86,"ELKHART ISD",57,21,84,51,21,84,46,17,87
"'001904",38,14,73,44,19,85,62,23,100,.,.,.,56,21,84,45,10,80,49,15,80,56,21,86,51,15,74,71,14,100,34,10,71,56,21,83,32,7,72,25,10,56,58,23,86,"FRANKSTON ISD",56,22,84,56,19,85,48,15,70
"'001906",60,7,93,67,11,100,-1,-1,-1,.,.,.,60,18,88,41,5,78,50,9,84,64,16,90,58,18,89,-1,-1,-1,60,7,93,57,20,85,39,3,75,14,0,62,63,20,88,"NECHES ISD",63,21,90,55,12,83,89,33,100
"'001907",33,7,68,43,17,72,89,32,96,20,0,60,41,13,73,26,6,60,36,9,69,42,13,75,41,11,73,17,0,58,29,5,65,41,12,71,26,4,62,21,5,45,55,20,83,"PALESTINE ISD",41,12,71,44,13,76,43,12,77
"'001908",19,4,53,35,13,65,64,27,91,.,.,.,37,12,69,25,7,59,33,11,65,39,13,69,33,9,66,.,.,.,19,4,52,36,12,69,24,4,58,20,8,41,47,17,76,"WESTWOOD ISD",39,12,71,33,13,64,34,9,68
"'001909",57,43,71,40,20,67,.,.,.,.,.,.,61,24,86,.,.,.,50,18,81,64,24,90,54,29,76,.,.,.,-1,-1,-1,58,25,82,43,9,75,27,7,58,63,24,88,"SLOCUM ISD",61,26,87,61,20,85,54,31,92
"'002901",27,5,61,58,26,82,89,50,94,.,.,.,45,16,76,48,10,77,34,9,68,46,16,76,40,12,72,52,14,86,23,4,58,45,16,76,26,5,62,17,5,43,57,24,85,"ANDREWS ISD",46,16,76,42,14,74,48,14,83
"'003801",20,3,59,38,11,68,75,50,90,-1,-1,-1,53,22,81,36,12,71,47,16,77,54,23,82,44,12,77,100,40,100,15,2,54,52,22,81,27,5,66,15,2,45,65,32,88,"PINEYWOODS COMMUNITY ACADEMY",55,23,82,48,20,77,65,35,88
"'003902",45,16,79,59,16,81,76,36,95,-1,-1,-1,61,24,87,39,12,76,50,16,80,62,25,88,53,19,83,40,7,80,42,14,77,60,24,85,38,9,76,25,7,57,67,28,89,"HUDSON ISD",61,25,87,60,22,85,65,25,93
"'003903",31,9,64,45,16,72,80,58,92,14,0,14,43,16,72,29,9,61,38,13,68,44,17,74,41,13,71,20,20,60,28,7,62,42,16,69,29,7,63,23,8,44,64,31,86,"LUFKIN ISD",44,17,72,40,16,69,47,17,78
"'003904",28,2,68,50,14,82,60,20,100,-1,-1,-1,47,17,78,45,14,77,40,11,73,48,18,79,49,15,78,0,0,29,28,2,68,46,15,76,23,4,59,20,4,49,47,17,78,"HUNTINGTON ISD",49,17,78,44,16,77,31,9,78
"'003905",32,7,69,34,8,71,100,60,100,.,.,.,45,12,78,40,9,73,39,9,75,45,12,79,41,9,76,-1,-1,-1,25,3,65,45,12,77,29,4,69,18,3,47,52,17,85,"DIBOLL ISD",46,13,79,39,8,75,40,6,88
"'003906",.,.,.,47,18,65,.,.,.,.,.,.,44,12,76,-1,-1,-1,41,9,76,54,16,87,57,29,100,.,.,.,.,.,.,36,9,68,21,3,63,33,21,48,43,11,76,"ZAVALLA ISD",42,12,76,46,10,75,25,0,92
"'003907",27,8,58,46,16,81,.,.,.,.,.,.,45,15,76,39,18,72,39,11,71,48,15,79,41,12,75,.,.,.,25,10,52,43,15,73,22,5,58,20,8,42,47,16,76,"CENTRAL ISD",46,15,76,45,15,76,30,7,72
"'004901",27,8,57,48,16,79,76,43,92,67,22,89,43,16,70,27,7,58,34,11,63,42,17,70,35,11,65,25,13,63,19,4,51,44,16,70,27,7,59,21,4,42,49,20,74,"ARANSAS COUNTY ISD",41,16,69,47,17,74,42,16,63
"'005901",50,7,93,82,54,93,-1,-1,-1,.,.,.,73,35,90,.,.,.,70,29,89,75,37,93,61,18,91,43,29,43,36,9,91,72,33,88,54,18,81,24,7,55,76,38,91,"ARCHER CITY ISD",76,34,92,66,38,86,71,29,94
"'005902",62,8,85,73,48,85,-1,-1,-1,-1,-1,-1,66,32,87,86,14,100,46,17,76,64,30,87,61,21,84,91,55,100,44,0,78,69,33,88,35,6,67,22,6,50,67,32,88,"HOLLIDAY ISD",66,30,87,68,37,87,48,17,74
"'005904",33,7,79,-1,-1,-1,100,89,100,.,.,.,72,31,94,-1,-1,-1,60,19,91,71,30,94,58,14,89,-1,-1,-1,27,8,75,74,31,94,35,8,71,29,7,68,78,36,96,"WINDTHORST ISD",73,30,94,70,33,95,40,0,90
"'006902",-1,-1,-1,43,10,57,.,.,.,.,.,.,66,30,88,50,0,63,52,11,78,64,32,89,55,19,90,80,0,100,-1,-1,-1,68,28,87,35,10,70,28,2,57,70,34,90,"CLAUDE ISD",67,31,90,64,27,85,88,56,100
"'007901",17,11,47,.,.,.,.,.,.,.,.,.,33,7,69,-1,-1,-1,28,5,62,31,5,70,31,6,68,.,.,.,9,9,42,34,8,68,26,5,65,19,6,53,46,10,79,"CHARLOTTE ISD",34,8,70,31,5,65,56,0,89
"'007902",43,14,74,56,26,81,86,43,100,.,.,.,51,20,78,45,0,91,41,13,71,51,18,80,45,16,74,.,.,.,40,11,73,51,21,77,31,6,66,18,5,44,61,27,86,"JOURDANTON ISD",52,20,80,49,19,73,63,37,93
"'007904",21,4,55,45,14,83,100,33,100,.,.,.,33,7,67,22,11,56,27,5,62,32,7,68,29,6,63,-1,-1,-1,21,3,55,33,7,66,17,2,51,9,2,25,49,11,83,"LYTLE ISD",34,7,68,30,6,65,38,8,79
"'007905",40,14,65,60,26,85,80,40,93,-1,-1,-1,47,16,75,41,12,76,38,11,68,48,17,77,42,14,72,45,9,82,38,12,64,45,16,73,28,6,61,25,11,47,58,23,82,"PLEASANTON ISD",48,17,75,44,15,74,42,14,73
"'007906",26,5,62,31,0,62,.,.,.,.,.,.,34,9,68,8,0,62,29,7,64,36,11,70,32,8,67,-1,-1,-1,24,4,61,32,8,66,18,3,56,24,10,50,48,18,79,"POTEET ISD",34,9,68,34,10,68,52,7,89
"'008901",21,3,59,50,20,74,82,45,100,.,.,.,50,18,79,15,2,45,35,10,68,53,20,81,39,11,73,40,20,70,21,3,59,48,17,77,27,6,64,19,4,44,61,24,87,"BELLVILLE ISD",50,18,79,52,20,80,46,16,85
"'008902",25,5,62,53,16,74,44,15,79,-1,-1,-1,47,16,78,29,6,63,39,10,73,50,16,82,41,11,75,57,43,86,21,4,59,45,16,74,22,4,59,17,4,45,61,26,86,"SEALY ISD",48,17,78,46,14,76,44,18,80
"'008903",41,10,75,60,22,93,-1,-1,-1,-1,-1,-1,53,16,81,39,6,65,45,10,74,56,16,85,49,13,78,.,.,.,35,9,71,51,16,78,33,7,66,28,5,55,60,21,86,"BRAZOS ISD",54,15,82,52,19,79,58,13,81
"'009901",29,8,63,-1,-1,-1,100,88,100,.,.,.,39,14,69,60,0,60,34,10,65,41,14,73,36,11,67,-1,-1,-1,25,6,60,38,14,66,22,4,56,19,4,35,66,33,85,"MULESHOE ISD",41,15,69,31,9,67,21,11,64
"'010901",50,10,90,-1,-1,-1,.,.,.,.,.,.,52,14,83,0,0,50,50,11,80,54,19,83,49,14,77,.,.,.,50,13,88,50,9,83,39,6,73,18,2,46,56,14,86,"MEDINA ISD",49,12,81,61,20,88,36,14,79
"'010902",26,6,60,52,15,74,50,33,89,-1,-1,-1,44,15,74,12,6,47,34,9,67,45,16,76,36,10,70,60,0,80,23,5,57,43,14,72,23,3,61,17,6,43,48,17,77,"BANDERA ISD",44,15,74,44,14,76,37,8,75
"'011901",20,4,52,43,18,71,69,30,97,27,7,67,34,10,63,24,5,55,28,8,59,35,10,65,28,7,59,47,11,84,19,4,51,33,10,61,21,4,54,12,3,29,56,23,81,"BASTROP ISD",35,10,64,31,10,61,37,11,71
"'011902",21,6,55,29,5,67,69,44,88,47,47,73,28,7,60,20,4,55,23,5,56,29,8,63,25,6,58,42,0,75,18,5,53,26,7,58,19,4,53,16,5,36,49,18,77,"ELGIN ISD",28,8,60,26,7,60,23,4,66
"'011904",22,6,47,33,12,55,81,50,81,-1,-1,-1,44,16,73,22,2,50,32,8,64,47,17,76,37,10,67,-1,-1,-1,19,5,45,42,14,70,19,3,52,17,4,41,53,21,81,"SMITHVILLE ISD",47,17,75,39,12,68,38,13,70
"'011905",17,4,57,47,13,100,.,.,.,-1,-1,-1,35,9,70,-1,-1,-1,28,6,63,42,11,76,27,6,62,-1,-1,-1,14,4,50,28,8,63,18,3,59,13,2,41,46,15,80,"MCDADE ISD",37,11,71,32,7,69,31,19,81
"'012901",-1,-1,-1,35,20,76,.,.,.,.,.,.,63,29,90,44,6,94,56,24,85,68,31,91,58,29,84,-1,-1,-1,-1,-1,-1,59,27,88,41,12,80,37,13,71,68,30,92,"SEYMOUR ISD",66,30,92,54,24,82,65,29,87
"'013801",73,0,91,33,0,100,78,11,89,-1,-1,-1,39,12,78,17,0,83,35,7,76,39,12,75,37,11,77,.,.,.,73,0,91,39,11,81,14,2,61,12,4,48,49,26,80,"ST MARY'S ACADEMY CHARTER SCHOOL",42,12,81,25,8,67,43,22,87
"'013901",23,9,59,51,22,78,-1,-1,-1,-1,-1,-1,38,12,70,45,11,64,35,10,68,41,13,75,35,10,68,63,13,88,21,8,57,36,11,66,22,4,58,23,6,45,60,26,84,"BEEVILLE ISD",37,11,69,43,16,73,29,8,59
"'013902",33,17,67,.,.,.,.,.,.,.,.,.,52,17,74,.,.,.,37,12,63,48,20,70,41,16,66,.,.,.,33,17,67,57,15,78,29,7,53,24,0,38,75,21,90,"PAWNEE ISD",60,22,77,43,12,71,67,17,100
"'013903",42,0,67,.,.,.,.,.,.,.,.,.,41,14,72,6,0,50,35,12,70,41,14,73,38,12,70,.,.,.,13,0,50,41,13,72,23,4,58,17,9,45,51,20,81,"PETTUS ISD",43,12,74,38,15,70,33,0,100
"'013905",32,8,49,57,7,100,85,31,85,-1,-1,-1,53,17,82,50,13,100,47,14,78,53,17,84,49,16,80,-1,-1,-1,32,8,49,52,18,81,32,7,71,29,13,52,61,20,87,"SKIDMORE-TYNAN ISD",50,15,81,61,25,86,46,4,85
"'014801",5,0,32,20,0,58,40,0,60,40,20,80,12,1,44,7,1,38,11,1,42,14,2,48,12,2,43,20,0,60,5,0,32,11,1,41,12,1,44,6,1,31,18,1,55,"RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)",6,0,22,12,1,45,3,0,16
"'014803",30,13,50,43,12,80,48,29,81,42,8,83,36,12,67,28,12,60,32,11,64,33,11,67,32,10,62,.,.,.,30,13,50,38,13,68,31,11,62,20,9,39,41,13,73,"PRIORITY CHARTER SCHOOLS",38,14,70,34,11,66,46,15,77
"'014804",56,19,87,75,39,91,82,52,98,46,15,92,67,30,90,63,18,86,53,20,83,65,28,90,62,22,90,50,50,83,51,14,84,69,31,91,36,9,74,36,13,68,67,29,89,"ORENDA CHARTER SCHOOL",67,29,91,67,31,89,58,21,96
"'014901",37,9,67,53,21,81,71,36,93,33,0,83,54,19,82,40,10,77,41,12,74,55,19,85,46,14,76,-1,-1,-1,36,9,67,53,19,80,27,3,66,23,5,53,59,22,85,"ACADEMY ISD",56,20,85,49,17,78,65,28,98
"'014902",16,2,54,17,0,67,-1,-1,-1,.,.,.,25,4,61,19,1,59,25,4,61,22,4,59,25,2,61,.,.,.,15,1,53,27,4,63,17,2,52,15,7,28,29,9,61,"BARTLETT ISD",27,4,62,21,3,59,33,0,67
"'014903",24,7,57,52,21,81,75,45,92,63,19,93,50,20,78,35,10,66,35,11,67,51,20,79,40,13,71,56,15,72,20,4,52,49,19,76,22,4,58,24,9,51,58,25,83,"BELTON ISD",51,20,79,47,18,77,54,23,83
"'014905",50,0,86,40,14,91,.,.,.,.,.,.,68,29,91,29,8,71,60,20,88,67,28,90,63,22,89,.,.,.,48,0,84,69,29,91,42,9,77,24,6,66,73,33,92,"HOLLAND ISD",70,29,92,62,28,86,43,7,89
"'014906",34,10,68,48,16,78,66,29,88,44,14,75,42,14,73,33,9,66,35,10,68,43,14,75,40,13,72,41,11,72,32,9,66,40,13,71,25,5,60,23,7,48,55,22,82,"KILLEEN ISD",42,14,73,41,13,72,41,12,75
"'014907",30,3,63,63,20,83,-1,-1,-1,.,.,.,55,21,83,10,0,50,41,12,75,56,21,82,44,14,76,.,.,.,26,2,59,54,21,84,25,3,65,21,3,54,60,25,87,"ROGERS ISD",56,22,82,52,17,86,65,17,78
"'014908",22,5,58,50,18,83,57,36,79,86,29,100,57,21,83,33,3,67,34,10,69,58,22,86,43,13,76,-1,-1,-1,15,2,52,56,21,81,19,3,58,16,4,42,63,24,86,"SALADO ISD",58,21,85,54,22,81,62,14,95
"'014909",29,8,60,44,19,73,71,42,91,78,24,95,41,15,69,32,10,63,35,11,65,20,4,59,38,12,68,45,18,77,27,7,59,17,2,52,10,1,49,25,12,45,54,25,78,"TEMPLE ISD",41,15,70,41,15,68,35,14,69
"'014910",33,8,70,61,23,81,-1,-1,-1,-1,-1,-1,56,21,84,42,6,75,47,14,78,55,19,84,49,15,82,78,11,89,31,7,69,57,23,84,30,6,70,26,9,59,60,24,86,"TROY ISD",57,21,85,56,21,83,64,24,92
"'015801",0,0,53,-1,-1,-1,.,.,.,-1,-1,-1,29,9,68,-1,-1,-1,25,7,66,39,14,72,27,8,65,.,.,.,0,0,53,21,5,64,29,9,68,10,3,33,47,24,82,"POR VIDA ACADEMY",-1,-1,-1,29,9,67,50,0,100
"'015802",28,10,54,38,13,75,.,.,.,.,.,.,18,5,48,11,3,38,18,5,48,19,5,56,24,7,59,.,.,.,28,10,54,16,4,42,18,5,49,4,2,24,0,0,25,"GEORGE GERVIN ACADEMY",20,7,48,14,2,49,20,10,40
"'015805",45,3,100,-1,-1,-1,.,.,.,.,.,.,64,14,94,-1,-1,-1,67,13,95,65,18,95,63,12,94,.,.,.,47,3,100,62,10,93,50,6,90,12,0,53,67,28,100,"NEW FRONTIERS PUBLIC SCHOOLS INC",64,7,98,64,16,93,-1,-1,-1
"'015806",18,2,58,30,9,60,47,13,80,50,0,83,30,8,66,23,6,55,25,5,63,31,8,69,28,6,66,.,.,.,18,3,56,28,8,64,22,4,60,19,4,48,40,14,79,"LEGACY TRADITIONAL SCHOOLS - TEXAS",28,6,62,30,8,68,17,0,61
"'015807",17,2,51,43,7,71,-1,-1,-1,.,.,.,23,5,57,16,4,46,19,3,54,21,4,53,19,3,55,-1,-1,-1,16,2,50,24,5,62,15,2,49,8,0,34,41,14,76,"SOUTHWEST PREPARATORY SCHOOL",22,4,59,23,5,57,27,9,59
"'015808",28,6,44,65,30,78,.,.,.,-1,-1,-1,41,13,69,36,11,68,37,12,66,40,12,68,37,11,66,.,.,.,28,6,44,42,14,70,25,5,56,20,5,50,46,16,75,"INSPIRE ACADEMIES",38,11,66,42,14,71,40,20,65
"'015809",10,0,63,.,.,.,.,.,.,-1,-1,-1,15,3,51,-1,-1,-1,15,3,51,12,1,50,13,2,49,-1,-1,-1,9,0,59,18,4,51,12,2,47,7,0,30,60,10,90,"BEXAR COUNTY ACADEMY",13,1,49,19,5,53,-1,-1,-1
"'015814",31,8,77,.,.,.,.,.,.,.,.,.,24,6,59,0,0,33,24,6,59,22,8,73,24,7,60,.,.,.,31,8,77,26,5,52,24,6,59,6,3,34,50,0,63,"POSITIVE SOLUTIONS CHARTER SCHOOL",20,0,60,25,6,59,-1,-1,-1
"'015815",46,13,83,77,38,85,75,50,88,.,.,.,50,17,80,44,18,68,49,16,80,52,19,81,48,16,80,-1,-1,-1,46,13,83,47,16,78,46,14,78,23,4,42,57,24,76,"HERITAGE ACADEMY",54,18,81,46,17,79,17,0,83
"'015822",28,7,62,36,14,74,62,31,81,.,.,.,28,8,59,20,6,49,25,7,56,28,8,59,27,8,59,39,11,68,25,6,60,28,8,59,18,3,51,13,4,29,35,13,62,"JUBILEE ACADEMIES",30,9,61,25,6,56,18,3,49
"'015825",14,3,43,-1,-1,-1,.,.,.,.,.,.,16,3,44,17,0,44,14,2,41,18,3,47,15,2,43,.,.,.,14,3,43,14,3,40,10,1,39,4,1,22,33,13,54,"LIGHTHOUSE PUBLIC SCHOOLS",15,3,45,16,3,42,13,0,25
"'015827",45,16,74,61,29,82,77,51,93,69,23,85,55,23,82,51,20,80,48,18,78,54,23,81,50,20,79,68,18,95,41,14,72,56,24,82,42,14,73,28,8,57,68,34,90,"SCHOOL OF SCIENCE AND TECHNOLOGY",56,22,82,54,24,82,26,9,61
"'015828",39,13,70,41,20,67,74,48,89,41,18,82,46,17,74,39,13,67,44,16,73,47,17,75,46,17,74,20,0,20,36,11,68,46,18,74,37,11,67,24,6,48,63,27,81,"HARMONY PUBLIC SCHOOLS - SOUTH TEXAS",46,16,74,46,18,74,30,6,64
"'015830",24,4,57,52,28,74,64,27,83,100,38,100,31,8,65,34,10,68,27,6,61,31,7,66,29,6,63,40,0,40,23,4,56,31,8,64,18,2,53,16,4,39,44,18,74,"SOMERSET ACADEMIES OF TEXAS",32,8,65,30,7,64,16,1,43
"'015831",54,23,83,56,24,86,74,45,91,71,29,71,54,24,82,60,28,85,48,19,79,54,25,82,47,18,78,43,7,86,49,20,80,55,22,82,49,20,80,29,7,59,65,29,88,"SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY",54,23,82,55,24,83,29,7,64
"'015833",.,.,.,0,0,60,.,.,.,.,.,.,55,11,83,29,0,86,50,6,81,58,14,84,55,10,77,.,.,.,.,.,.,44,0,80,25,0,65,0,0,60,83,22,100,"HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN",-1,-1,-1,55,11,82,69,0,77
"'015834",76,46,94,76,46,92,90,66,98,.,.,.,80,52,95,68,34,90,67,30,87,78,51,94,67,33,90,57,32,96,72,40,93,81,53,95,63,31,89,44,18,72,75,46,93,"BASIS TEXAS",83,55,96,78,50,94,65,43,89
"'015835",46,16,76,62,29,87,75,38,93,55,14,77,60,26,85,47,16,76,45,15,76,58,25,85,49,16,80,69,33,85,40,13,73,61,27,86,39,11,73,31,10,58,67,34,90,"GREAT HEARTS TEXAS",65,29,89,55,24,83,50,19,80
"'015836",58,22,91,89,48,96,71,48,92,.,.,.,71,38,93,82,55,100,48,20,85,69,37,92,63,30,89,-1,-1,-1,53,21,89,74,38,93,45,13,80,35,7,73,81,46,98,"ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY",76,43,95,61,26,87,94,39,100
"'015838",19,4,51,36,11,50,36,10,69,-1,-1,-1,26,7,57,23,4,54,23,5,54,25,6,57,25,7,57,8,0,50,18,4,51,27,8,57,19,4,53,23,7,44,33,9,65,"COMPASS ROSE PUBLIC SCHOOLS",35,6,69,26,7,56,13,4,38
"'015839",7,0,50,.,.,.,-1,-1,-1,.,.,.,20,6,45,25,8,50,14,3,38,26,5,54,13,2,39,.,.,.,7,0,50,14,8,38,5,0,28,12,4,26,46,27,69,"PROMESA ACADEMY CHARTER SCHOOL",20,9,43,20,6,46,.,.,.
"'015840",0,0,17,29,6,71,.,.,.,.,.,.,24,3,61,23,3,60,24,3,62,24,4,63,19,3,59,.,.,.,0,0,17,24,2,60,24,3,62,7,0,28,100,14,100,"SAN ANTONIO PREPARATORY SCHOOLS",.,.,.,24,3,61,-1,-1,-1
"'015841",18,0,45,17,4,57,-1,-1,-1,.,.,.,13,3,37,8,0,28,13,3,33,15,3,45,13,2,32,-1,-1,-1,18,0,45,11,4,30,15,0,38,8,0,33,18,11,55,"THE GATHERING PLACE",6,2,40,15,4,37,0,0,0
"'015842",11,0,61,.,.,.,.,.,.,.,.,.,29,6,56,-1,-1,-1,30,6,57,25,7,54,28,5,55,.,.,.,11,0,61,34,5,59,16,2,40,9,0,23,43,14,71,"ROYAL PUBLIC SCHOOLS",.,.,.,29,6,56,.,.,.
"'015843",-1,-1,-1,.,.,.,.,.,.,.,.,.,25,17,58,-1,-1,-1,25,17,58,17,0,33,13,0,50,.,.,.,-1,-1,-1,33,33,83,25,17,58,-1,-1,-1,.,.,.,"PRELUDE PREPARATORY CHARTER SCHOOL",.,.,.,25,17,58,.,.,.
"'015844",.,.,.,.,.,.,.,.,.,.,.,.,16,3,50,17,4,58,15,2,49,13,3,37,13,0,20,.,.,.,.,.,.,20,3,67,4,0,40,0,0,33,.,.,.,"ESSENCE PREPARATORY CHARTER SCHOOL",.,.,.,16,3,50,0,0,17
"'015901",40,13,70,78,45,95,79,46,93,89,22,100,69,32,89,58,15,81,43,13,73,68,32,89,55,21,81,82,29,82,35,10,67,69,33,88,38,8,73,35,17,57,78,41,94,"ALAMO HEIGHTS ISD",70,33,89,65,30,87,66,32,89
"'015904",29,8,62,41,14,86,79,64,100,.,.,.,33,8,67,25,4,58,32,8,65,35,8,69,33,8,67,33,33,67,24,6,58,33,8,65,20,3,56,18,5,39,33,8,63,"HARLANDALE ISD",35,9,69,28,7,61,21,3,57
"'015905",23,5,54,39,7,75,52,24,80,-1,-1,-1,24,6,55,22,4,58,23,5,54,24,5,56,23,5,55,.,.,.,22,5,53,23,6,54,18,4,50,17,7,34,17,6,50,"EDGEWOOD ISD",25,6,56,21,5,52,9,0,38
"'015906",60,20,100,72,29,88,68,26,94,57,43,86,69,30,92,62,16,92,50,23,81,69,31,93,63,27,90,0,0,100,60,20,100,69,28,90,41,12,82,30,7,67,77,40,94,"RANDOLPH FIELD ISD",74,31,94,66,29,90,69,21,99
"'015907",27,7,58,45,18,69,36,16,62,38,13,50,31,9,61,24,6,55,28,8,59,32,10,64,31,9,61,16,4,47,24,6,56,29,9,59,19,4,51,16,6,37,50,24,72,"SAN ANTONIO ISD",31,9,62,30,9,60,32,9,62
"'015908",21,5,53,16,0,53,50,33,78,0,0,33,25,7,56,21,8,59,24,6,55,26,7,59,25,7,56,29,18,53,20,5,52,24,7,54,21,5,52,16,9,33,27,10,64,"SOUTH SAN ANTONIO ISD",27,8,58,21,5,53,13,3,41
"'015909",46,15,78,62,15,91,95,63,100,83,67,100,52,18,81,58,23,87,49,17,79,53,19,83,51,17,80,29,14,57,46,15,79,50,17,79,40,12,74,32,14,60,62,28,86,"SOMERSET ISD",52,19,81,50,18,81,62,18,78
"'015910",41,16,71,66,33,88,77,48,91,41,16,73,55,24,80,37,13,67,40,13,70,56,25,82,48,18,77,49,24,79,38,14,70,54,24,79,34,10,67,28,8,53,72,37,90,"NORTH EAST ISD",57,25,82,50,21,77,57,24,85
"'015911",25,6,57,42,12,74,47,18,77,65,12,76,30,7,63,25,5,57,27,6,60,32,8,66,28,6,62,40,13,67,22,5,55,28,7,61,18,2,54,12,2,33,39,12,72,"EAST CENTRAL ISD",31,8,64,27,6,62,32,7,66
"'015912",33,9,66,34,8,70,61,13,85,42,32,79,38,11,69,38,11,70,34,9,67,38,10,70,37,11,68,17,0,71,30,8,64,37,11,68,29,7,63,20,5,44,51,17,80,"SOUTHWEST ISD",39,11,70,34,10,67,41,15,75
"'015913",44,19,75,54,21,84,50,13,88,.,.,.,56,23,83,44,13,76,54,18,82,57,23,84,63,25,84,0,0,33,46,23,69,55,23,82,53,17,76,31,11,57,57,26,85,"LACKLAND ISD",63,25,87,55,23,82,17,8,75
"'015914",43,15,66,63,28,92,75,39,95,78,26,100,68,32,90,62,25,85,54,19,84,68,32,91,63,27,87,58,17,75,43,15,66,67,31,89,42,8,79,34,11,64,74,38,93,"FT SAM HOUSTON ISD",71,33,91,66,31,89,55,25,85
"'015915",37,12,68,59,26,83,64,34,82,62,24,87,50,19,77,43,14,73,37,11,69,51,19,79,45,15,75,48,18,71,31,9,64,49,18,76,28,6,64,24,7,50,66,31,87,"NORTHSIDE ISD",51,19,79,46,17,74,50,18,79
"'015916",33,9,66,42,14,72,63,29,87,46,11,75,36,11,68,29,7,62,31,9,64,38,11,71,35,10,68,54,17,80,30,8,64,35,11,66,28,7,62,18,5,41,49,19,79,"JUDSON ISD",38,12,70,33,10,66,25,8,55
"'015917",38,13,68,61,25,81,67,38,88,.,.,.,41,14,71,35,13,65,39,13,69,42,14,73,40,13,70,0,0,38,37,13,67,40,13,68,32,9,65,22,7,46,49,18,77,"SOUTHSIDE ISD",41,14,70,41,14,71,34,12,65
"'016901",26,8,70,83,28,89,75,0,88,.,.,.,61,19,86,.,.,.,47,13,77,65,21,87,49,14,77,.,.,.,21,6,68,58,18,85,24,5,66,18,3,57,66,22,90,"JOHNSON CITY ISD",63,18,87,59,21,86,76,12,94
"'016902",26,1,55,41,7,85,-1,-1,-1,.,.,.,52,18,81,30,0,55,37,10,71,52,20,82,40,10,74,50,0,100,19,1,51,53,17,81,26,2,65,16,5,44,63,25,88,"BLANCO ISD",51,17,80,55,21,85,61,17,93
"'017901",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,69,29,93,.,.,.,57,14,91,76,28,96,41,14,73,-1,-1,-1,-1,-1,-1,64,30,91,37,11,74,58,23,81,75,32,97,"BORDEN COUNTY ISD",74,34,94,59,18,90,91,36,100
"'018901",23,6,62,36,10,70,90,50,100,-1,-1,-1,51,20,81,29,6,71,41,11,76,54,23,85,42,13,77,-1,-1,-1,22,6,59,47,17,78,27,7,65,23,10,55,56,24,84,"CLIFTON ISD",51,20,82,50,19,79,65,29,90
"'018902",21,5,43,50,25,83,-1,-1,-1,.,.,.,36,11,70,24,0,67,31,8,66,40,11,74,22,6,62,.,.,.,21,5,43,33,11,68,18,3,54,10,4,29,45,14,75,"MERIDIAN ISD",37,11,70,34,12,70,50,0,92
"'018903",11,1,43,8,0,17,.,.,.,.,.,.,21,4,59,.,.,.,27,6,64,21,4,53,20,5,57,-1,-1,-1,11,1,43,23,5,65,7,2,37,9,0,35,26,4,68,"MORGAN ISD",26,5,65,17,4,52,-1,-1,-1
"'018904",21,3,52,38,6,80,27,0,82,.,.,.,42,12,76,0,0,53,35,5,71,41,11,78,35,7,74,.,.,.,16,1,47,42,12,74,26,3,57,13,3,39,46,15,77,"VALLEY MILLS ISD",45,12,76,34,10,76,39,12,76
"'018905",23,4,49,-1,-1,-1,.,.,.,.,.,.,26,5,55,.,.,.,26,5,56,28,4,56,19,2,50,.,.,.,23,4,49,23,5,55,20,2,48,16,8,34,38,9,65,"WALNUT SPRINGS ISD",25,2,52,28,13,70,33,0,100
"'018906",.,.,.,.,.,.,.,.,.,.,.,.,44,13,86,.,.,.,39,10,83,53,15,88,42,15,81,.,.,.,.,.,.,38,12,85,35,9,79,21,12,62,45,12,89,"IREDELL ISD",38,12,86,59,16,87,50,13,75
