DISTRICT,DD000A001221R,DD000A001321R,DD000A001S21R,DD200A001221R,DD200A001321R,DD200A001S21R,DD300A001221R,DD300A001321R,DD300A001S21R,DD400A001221R,DD400A001321R,DD400A001S21R,DDA00A001221R,DDA00A001321R,DDA00A001S21R,DDB00A001221R,DDB00A001321R,DDB00A001S21R,DDE00A001221R,DDE00A001321R,DDE00A001S21R,DDF00A001221R,DDF00A001321R,DDF00A001S21R,DDH00A001221R,DDH00A001321R,DDH00A001S21R,DDI00A001221R,DDI00A001321R,DDI00A001S21R,DDL00A001221R,DDL00A001321R,DDL00A001S21R,DDM00A001221R,DDM00A001321R,DDM00A001S21R,DDR00A001221R,DDR00A001321R,DDR00A001S21R,DDS00A001221R,DDS00A001321R,DDS00A001S21R,DDW00A001221R,DDW00A001321R,DDW00A001S21R,DISTNAME,DNC00A001221R,DNC00A001321R,DNC00A001S21R,DNM00A001221R,DNM00A001321R,DNM00A001S21R,DNS00A001221R,DNS00A001321R,DNS00A001S21R
"'112909",28,6,58,-1,-1,-1,.,.,.,.,.,.,41,15,71,56,33,89,41,14,69,40,10,74,31,6,69,.,.,.,26,5,57,43,20,69,25,5,58,14,0,41,44,19,71,"SALTILLO ISD",44,17,72,32,9,70,0,0,40
"'112910",21,7,57,-1,-1,-1,.,.,.,.,.,.,46,14,79,42,17,58,38,10,72,49,13,82,47,12,86,.,.,.,18,9,55,43,15,77,22,5,60,20,7,47,46,14,80,"SULPHUR BLUFF ISD",51,17,82,36,9,74,43,14,71
"'113901",26,8,56,19,6,34,64,21,79,-1,-1,-1,28,9,53,20,6,44,27,8,52,30,9,57,34,11,62,-1,-1,-1,18,5,51,27,9,51,15,4,44,11,4,24,44,18,68,"CROCKETT ISD",26,8,51,37,15,64,18,18,64
"'113902",13,13,63,25,9,59,56,25,88,.,.,.,34,12,65,19,5,46,28,10,60,38,15,73,31,11,61,.,.,.,13,13,63,31,10,60,15,5,43,10,4,29,39,14,72,"GRAPELAND ISD",33,12,63,35,12,67,29,6,53
"'113903",50,15,90,36,10,85,-1,-1,-1,.,.,.,51,21,85,36,11,80,47,17,84,54,20,88,49,22,82,-1,-1,-1,36,9,82,49,21,84,31,6,68,25,13,61,54,22,87,"LOVELADY ISD",51,19,86,52,24,85,27,13,87
"'113905",7,0,73,13,7,33,73,47,87,.,.,.,45,17,74,25,8,83,33,7,66,46,18,76,41,9,80,.,.,.,7,0,73,43,16,72,23,3,60,24,2,39,46,18,74,"LATEXO ISD",47,16,75,42,19,73,29,6,53
"'113906",-1,-1,-1,33,0,100,.,.,.,.,.,.,37,14,66,24,5,51,31,12,60,40,15,68,6,6,31,.,.,.,-1,-1,-1,31,14,64,23,7,57,14,4,26,40,16,70,"KENNARD ISD",35,13,67,40,19,66,27,18,73
"'114901",24,7,49,32,9,61,61,41,82,.,.,.,31,11,59,26,9,53,26,8,53,31,11,62,28,10,55,-1,-1,-1,18,4,42,31,12,56,17,4,45,26,10,40,41,16,68,"BIG SPRING ISD",31,11,58,30,12,59,14,9,48
"'114902",13,5,39,38,24,52,-1,-1,-1,-1,-1,-1,30,11,62,20,7,73,20,7,46,30,11,65,24,8,54,20,0,40,13,5,39,29,10,59,10,3,36,21,13,32,34,13,68,"COAHOMA ISD",31,11,65,25,9,53,24,4,50
"'114904",17,4,61,61,17,96,79,54,95,.,.,.,48,18,79,45,5,75,31,8,69,48,16,81,42,14,78,57,0,100,17,4,61,47,19,77,21,3,58,23,16,41,49,18,78,"FORSAN ISD",49,17,81,41,18,73,32,14,64
"'115901",25,7,55,40,20,40,-1,-1,-1,.,.,.,28,9,57,-1,-1,-1,26,9,55,32,10,59,28,9,56,.,.,.,18,4,49,25,8,55,17,4,48,11,3,25,9,0,64,"FT HANCOCK ISD",31,10,61,18,6,40,14,4,64
"'115902",22,0,67,-1,-1,-1,-1,-1,-1,.,.,.,26,8,63,30,0,90,24,7,60,35,16,74,28,10,64,.,.,.,13,0,63,19,2,54,23,1,63,10,0,31,18,3,56,"SIERRA BLANCA ISD",34,12,73,12,1,46,.,.,.
"'115903",14,3,37,-1,-1,-1,.,.,.,.,.,.,42,22,60,-1,-1,-1,30,16,51,43,27,57,31,16,51,.,.,.,14,3,37,42,19,61,20,3,37,46,23,69,64,33,76,"DELL CITY ISD",42,22,64,43,21,52,.,.,.
"'116901",30,11,70,71,40,96,67,50,100,.,.,.,59,27,86,44,26,70,49,19,79,63,30,89,51,21,82,50,14,79,21,7,58,56,24,83,31,7,65,30,13,58,62,28,87,"CADDO MILLS ISD",61,28,88,55,24,82,55,11,91
"'116902",55,21,74,21,8,49,.,.,.,.,.,.,45,19,72,47,7,73,34,10,62,48,18,77,55,23,75,43,21,79,41,17,66,44,20,67,31,7,60,22,9,38,45,19,72,"CELESTE ISD",47,20,73,42,18,69,62,62,85
"'116903",20,6,46,31,11,63,57,33,88,37,0,58,32,13,58,13,4,34,23,7,49,35,13,65,36,14,61,33,10,57,10,3,34,28,12,51,17,4,43,14,7,32,41,17,69,"COMMERCE ISD",35,14,62,24,9,49,46,26,69
"'116905",19,6,43,29,10,50,57,23,80,0,0,0,26,10,50,14,4,34,20,7,45,26,9,54,23,7,48,38,38,54,17,6,41,26,10,48,14,4,37,20,8,30,38,16,63,"GREENVILLE ISD",27,10,51,23,7,49,19,5,43
"'116906",29,12,39,47,23,80,-1,-1,-1,-1,-1,-1,45,18,73,33,5,62,31,10,62,45,16,75,42,16,69,27,0,36,26,13,36,44,21,71,18,4,50,15,6,31,45,18,74,"LONE OAK ISD",47,19,75,40,16,68,14,9,50
"'116908",23,7,50,43,17,77,-1,-1,-1,25,6,69,34,12,60,27,0,43,30,11,56,33,12,64,30,11,57,25,8,42,14,4,40,34,13,56,18,5,46,22,13,34,36,13,61,"QUINLAN ISD",35,12,62,31,12,55,28,9,56
"'116909",41,14,70,45,18,82,.,.,.,.,.,.,50,20,80,24,12,50,46,17,76,51,20,82,47,17,79,56,33,67,35,10,66,48,20,79,34,12,66,35,20,48,51,21,82,"WOLFE CITY ISD",51,21,81,47,17,78,33,4,88
"'116910",11,3,32,10,0,20,67,33,100,.,.,.,25,6,50,.,.,.,24,5,46,26,7,51,27,5,46,.,.,.,12,3,31,23,5,49,17,4,41,16,3,24,23,6,51,"CAMPBELL ISD",28,7,54,20,4,44,-1,-1,-1
"'116915",30,10,70,50,8,92,60,0,100,-1,-1,-1,51,21,80,84,58,89,41,15,76,52,19,80,40,14,76,83,17,92,13,3,56,49,23,80,26,7,65,27,9,59,58,26,82,"BLAND ISD",54,23,84,44,17,72,76,50,94
"'116916",27,4,67,9,0,68,57,21,93,.,.,.,41,14,72,33,11,56,33,10,65,42,14,72,33,5,67,36,18,55,19,2,53,40,13,72,23,4,53,6,1,26,44,16,74,"BOLES ISD",42,15,74,37,11,67,57,19,90
"'117901",28,10,64,47,21,72,48,33,81,.,.,.,43,18,72,40,13,67,36,13,65,47,20,75,38,14,68,50,28,70,21,8,58,40,17,69,24,7,56,22,8,44,49,23,77,"BORGER ISD",44,19,73,41,17,69,52,22,70
"'117903",-1,-1,-1,53,23,74,17,17,17,.,.,.,44,17,72,10,0,60,32,12,60,46,16,70,29,10,58,33,0,83,-1,-1,-1,41,18,73,22,5,57,24,8,43,45,17,73,"SANFORD-FRITCH ISD",46,17,74,37,16,64,31,3,62
"'117904",20,13,40,28,6,75,.,.,.,.,.,.,41,16,74,.,.,.,27,8,59,41,14,76,34,9,69,27,7,67,20,13,40,40,18,72,25,7,56,13,3,38,43,19,75,"PLEMONS-STINNETT-PHILLIPS CISD",42,16,74,35,14,71,12,0,53
"'117907",0,0,29,14,14,57,.,.,.,.,.,.,34,10,72,.,.,.,35,8,67,28,9,63,26,2,60,.,.,.,0,0,29,42,12,84,13,0,53,7,4,52,39,13,78,"SPRING CREEK ISD",34,11,81,34,10,62,0,0,14
"'118902",.,.,.,13,0,88,.,.,.,.,.,.,57,26,84,33,17,83,44,17,75,63,31,86,47,17,74,.,.,.,.,.,.,52,21,81,29,6,65,19,2,44,63,30,88,"IRION COUNTY ISD",57,29,83,58,17,84,-1,-1,-1
"'119901",37,11,58,71,14,86,.,.,.,.,.,.,54,24,77,.,.,.,45,18,69,57,27,80,47,16,72,67,17,100,37,11,58,51,21,75,35,10,64,14,6,27,55,25,77,"BRYSON ISD",54,24,77,57,26,78,50,17,83
"'119902",30,7,60,48,29,73,62,31,69,.,.,.,45,20,72,77,46,100,39,15,67,44,17,72,36,12,65,25,25,50,22,3,54,46,22,72,21,5,53,19,9,36,50,23,75,"JACKSBORO ISD",46,20,73,43,19,67,35,12,70
"'119903",13,0,50,91,36,100,.,.,.,.,.,.,41,15,75,.,.,.,39,14,75,43,14,78,53,22,83,.,.,.,13,0,50,40,15,73,22,5,56,19,12,43,37,13,73,"PERRIN-WHITT CISD",42,16,77,38,12,70,13,0,40
"'120901",37,7,71,48,21,78,42,11,74,.,.,.,44,17,74,30,11,63,37,12,69,47,17,79,39,13,70,-1,-1,-1,30,6,66,42,18,71,28,8,61,20,6,40,57,26,85,"EDNA ISD",46,18,76,37,13,68,49,21,77
"'120902",20,4,51,64,27,100,.,.,.,.,.,.,40,15,73,20,3,45,34,10,68,37,12,71,34,11,70,.,.,.,20,4,51,45,19,75,25,6,59,15,3,32,51,23,80,"GANADO ISD",42,16,75,31,10,61,43,9,61
"'120905",34,10,69,83,42,100,.,.,.,.,.,.,61,28,87,69,23,85,49,18,77,63,29,88,50,20,78,.,.,.,8,0,42,59,27,85,33,8,66,22,6,51,65,32,90,"INDUSTRIAL ISD",63,30,88,55,24,83,67,31,91
"'121902",.,.,.,33,0,67,.,.,.,.,.,.,53,23,81,40,0,80,48,17,79,56,25,82,55,40,85,.,.,.,.,.,.,51,22,80,26,6,59,32,10,55,54,24,82,"BROOKELAND ISD",54,24,83,51,21,76,-1,-1,-1
"'121903",33,5,76,29,8,55,-1,-1,-1,.,.,.,44,17,73,37,11,63,38,13,69,45,19,76,35,12,75,30,0,60,30,5,75,43,15,70,31,8,60,24,8,38,45,18,74,"BUNA ISD",45,18,75,39,14,67,37,19,74
"'121904",18,4,49,20,9,48,42,17,92,63,25,100,26,8,54,17,3,40,22,6,49,28,7,58,27,8,58,11,0,44,14,3,42,24,8,49,17,4,45,10,4,21,36,12,65,"JASPER ISD",25,7,53,29,9,57,22,10,54
"'121905",21,8,62,36,12,66,-1,-1,-1,-1,-1,-1,46,19,75,35,12,59,41,16,71,49,20,80,41,18,75,13,0,63,14,5,44,44,18,71,27,7,60,17,3,36,49,20,77,"KIRBYVILLE CISD",47,20,76,44,16,71,50,29,93
"'121906",0,0,33,0,0,47,.,.,.,.,.,.,32,9,62,.,.,.,26,8,54,36,10,69,32,5,58,.,.,.,0,0,33,29,9,55,22,6,48,17,6,31,33,10,62,"EVADALE ISD",34,10,65,26,7,53,26,13,43
"'122901",13,2,45,57,29,100,.,.,.,.,.,.,30,13,59,.,.,.,19,4,45,26,9,56,17,4,49,.,.,.,4,0,33,33,15,61,15,2,47,4,0,24,54,30,76,"FT DAVIS ISD",27,13,53,35,11,70,-1,-1,-1
"'122902",30,5,50,.,.,.,-1,-1,-1,.,.,.,49,12,80,.,.,.,46,14,73,52,13,91,47,12,82,.,.,.,21,0,29,46,12,69,30,9,57,38,13,50,73,18,100,"VALENTINE ISD",53,13,85,33,11,56,.,.,.
"'123803",.,.,.,11,11,33,.,.,.,.,.,.,11,3,26,8,2,22,9,3,23,13,3,27,37,8,58,-1,-1,-1,.,.,.,8,2,23,11,1,22,0,0,4,0,0,0,"TEKOA ACADEMY OF ACCELERATED STUDI",15,4,27,8,2,24,0,0,0
"'123805",35,14,72,-1,-1,-1,100,83,100,.,.,.,38,16,74,28,5,69,37,16,73,40,16,77,38,17,74,.,.,.,33,12,71,35,16,70,32,11,69,7,3,29,64,33,88,"EHRHART SCHOOL",40,17,77,31,12,64,71,43,100
"'123807",30,9,64,44,0,67,60,40,80,.,.,.,34,11,66,11,4,40,35,11,67,34,10,66,37,11,69,50,0,83,21,5,56,35,12,66,25,8,59,15,4,33,38,6,56,"BOB HOPE SCHOOL",45,13,76,30,10,62,30,10,60
"'123905",38,18,69,36,18,70,65,41,88,22,11,67,53,26,80,30,12,63,43,18,72,55,27,83,49,22,78,73,49,92,29,11,62,51,25,78,30,9,64,22,6,43,58,29,83,"NEDERLAND ISD",56,28,82,41,19,72,56,19,89
"'123907",17,5,42,27,9,64,44,20,71,-1,-1,-1,19,6,44,15,4,38,18,5,42,19,5,46,21,6,47,16,2,38,10,3,34,20,6,42,17,5,41,18,7,26,31,11,56,"PORT ARTHUR ISD",21,6,46,15,4,39,16,6,37
"'123908",30,11,60,46,17,78,57,25,83,.,.,.,46,17,77,21,6,54,37,12,70,46,17,78,43,15,74,25,0,63,15,4,46,46,18,76,24,5,57,22,8,41,48,19,79,"PORT NECHES-GROVES ISD",48,19,79,34,12,66,46,15,80
"'123910",17,5,42,28,8,53,56,32,79,21,8,58,20,6,42,13,3,33,14,4,35,21,7,45,22,7,47,38,15,56,8,2,27,18,6,39,16,5,37,19,3,26,44,19,72,"BEAUMONT ISD",20,6,42,19,6,40,11,3,30
"'123913",47,10,97,40,30,60,88,41,94,.,.,.,50,20,82,42,19,80,49,20,81,48,21,80,58,20,88,.,.,.,29,6,100,51,19,84,41,17,78,14,0,36,42,17,75,"SABINE PASS ISD",49,17,84,51,24,80,29,29,57
"'123914",15,3,48,26,10,62,68,32,83,-1,-1,-1,40,16,72,21,8,52,24,8,58,41,16,73,30,11,62,71,43,71,8,3,36,39,15,70,21,6,54,14,5,38,45,18,77,"HAMSHIRE-FANNETT ISD",42,16,73,35,14,67,44,24,80
"'124901",28,16,55,.,.,.,-1,-1,-1,.,.,.,31,10,59,0,0,10,29,9,57,33,11,64,31,10,59,-1,-1,-1,16,5,43,29,10,54,16,4,41,23,9,31,39,19,61,"JIM HOGG COUNTY ISD",31,10,59,28,9,55,60,40,80
"'125901",9,1,36,60,35,70,33,28,78,.,.,.,19,6,44,18,0,38,16,5,42,20,6,48,18,6,44,.,.,.,6,1,25,18,6,41,7,2,23,21,8,30,24,6,47,"ALICE ISD",18,6,44,21,7,47,17,5,36
"'125902",32,0,65,-1,-1,-1,.,.,.,.,.,.,27,8,60,.,.,.,26,7,58,26,6,59,26,7,60,.,.,.,31,0,58,28,10,62,25,8,57,24,9,41,43,23,77,"BEN BOLT-PALITO BLANCO ISD",28,8,61,25,7,59,20,0,100
"'125903",40,21,74,86,43,100,100,86,100,.,.,.,49,24,75,.,.,.,38,17,69,52,27,79,41,18,70,.,.,.,38,17,69,46,22,72,26,7,55,17,6,32,61,33,83,"ORANGE GROVE ISD",50,25,76,46,20,73,43,14,68
"'125905",14,3,43,.,.,.,-1,-1,-1,.,.,.,28,10,53,.,.,.,27,9,52,30,10,58,27,9,53,-1,-1,-1,14,3,43,26,10,49,12,3,34,17,6,34,56,28,78,"PREMONT ISD",28,9,54,27,10,53,-1,-1,-1
"'125906",.,.,.,.,.,.,.,.,.,.,.,.,27,11,59,.,.,.,21,9,55,30,16,61,26,11,59,.,.,.,.,.,.,25,7,58,0,0,29,0,0,0,-1,-1,-1,"LA GLORIA ISD",26,11,58,33,11,67,.,.,.
"'126901",27,9,59,42,16,75,71,57,86,-1,-1,-1,41,16,70,33,9,59,36,13,66,43,17,72,35,13,65,37,16,58,24,8,56,39,16,67,29,9,60,23,5,44,47,20,74,"ALVARADO ISD",43,17,71,36,14,66,30,13,73
"'126902",36,14,66,47,21,76,68,36,91,46,23,79,47,20,74,33,12,60,35,13,64,49,21,77,40,15,70,38,6,61,31,12,62,45,19,71,25,7,55,19,5,37,51,22,77,"BURLESON ISD",49,21,76,41,16,69,34,14,65
"'126903",23,7,51,34,12,66,53,20,80,12,2,47,35,13,64,22,7,48,28,9,57,35,13,65,29,9,57,33,14,59,20,6,48,35,13,62,22,6,51,20,6,36,43,17,71,"CLEBURNE ISD",36,14,65,31,11,60,40,18,63
"'126904",28,12,59,68,34,93,75,44,94,.,.,.,61,28,88,55,21,93,45,16,79,62,32,90,46,18,74,45,25,90,25,12,59,60,25,87,38,11,73,24,6,49,65,31,92,"GRANDVIEW ISD",63,30,89,58,25,86,62,20,84
"'126905",34,11,67,60,31,84,66,34,87,78,44,89,53,24,79,50,19,71,39,15,70,55,25,82,43,16,73,39,12,64,29,8,63,50,24,76,28,8,62,18,5,39,57,28,82,"JOSHUA ISD",55,26,81,48,21,74,51,22,80
"'126906",29,10,59,41,19,64,77,46,100,23,5,56,44,16,72,63,30,80,39,12,68,43,16,70,50,17,76,0,0,50,21,6,52,45,16,73,23,6,56,21,4,39,46,19,74,"KEENE ISD",45,16,74,43,17,69,44,7,74
"'126907",16,4,44,27,14,77,.,.,.,.,.,.,32,11,63,40,20,40,28,11,58,29,10,59,27,10,60,-1,-1,-1,13,3,33,35,13,66,18,5,47,13,9,31,34,11,63,"RIO VISTA ISD",34,11,66,29,11,58,25,4,46
"'126908",16,5,46,37,6,57,31,21,55,-1,-1,-1,32,11,62,33,4,65,28,9,58,34,12,66,29,9,60,0,0,0,15,4,44,29,10,57,17,4,46,14,5,30,38,14,65,"VENUS ISD",32,11,63,30,9,58,29,13,68
"'126911",24,8,58,26,7,61,-1,-1,-1,-1,-1,-1,38,15,70,39,3,68,26,9,59,37,14,70,30,11,65,40,13,67,19,6,53,39,15,69,19,5,55,11,4,28,42,17,72,"GODLEY ISD",37,14,69,38,15,71,34,12,68
"'127901",19,6,44,32,6,68,-1,-1,-1,-1,-1,-1,34,13,68,11,0,39,26,9,60,33,12,68,27,10,64,-1,-1,-1,8,0,31,35,14,68,22,6,58,15,6,39,43,17,73,"ANSON ISD",35,13,69,33,13,65,30,15,50
"'127903",27,13,55,41,19,59,86,71,100,.,.,.,30,11,63,5,5,47,25,8,59,31,11,66,21,6,57,.,.,.,15,5,44,29,12,61,12,3,48,3,1,23,38,14,69,"HAMLIN COLLEGIATE ISD",33,13,68,24,8,55,9,0,36
"'127904",13,13,25,18,9,45,.,.,.,-1,-1,-1,33,10,65,40,0,40,26,7,60,35,11,68,28,8,60,.,.,.,0,0,14,30,9,63,17,4,50,7,3,27,34,11,67,"HAWLEY ISD",35,11,68,27,7,59,57,26,74
"'127905",.,.,.,-1,-1,-1,.,.,.,.,.,.,42,15,77,.,.,.,40,15,75,36,7,77,58,24,82,.,.,.,.,.,.,47,23,76,35,16,73,31,22,61,36,11,73,"LUEDERS-AVOCA ISD",38,9,73,44,18,79,-1,-1,-1
"'127906",41,14,76,70,30,100,100,86,100,.,.,.,51,21,80,31,13,66,38,13,72,49,19,80,37,11,71,100,50,100,38,11,73,53,23,80,32,8,68,16,5,42,67,31,91,"STAMFORD ISD",52,21,81,46,20,76,33,0,83
"'128901",23,9,48,56,22,78,.,.,.,.,.,.,34,13,63,8,4,42,25,9,56,33,11,65,26,9,58,20,0,40,20,8,46,34,16,62,18,5,48,18,6,32,58,28,84,"KARNES CITY ISD",35,13,65,30,14,58,43,28,68
"'128902",21,11,38,10,0,20,-1,-1,-1,.,.,.,28,8,59,33,8,50,25,7,56,27,6,59,27,8,59,.,.,.,7,2,28,29,10,59,18,3,47,22,10,39,34,18,61,"KENEDY ISD",29,9,61,25,6,52,19,0,52
"'128903",-1,-1,-1,.,.,.,.,.,.,.,.,.,21,7,53,.,.,.,18,6,48,30,9,59,20,6,50,.,.,.,-1,-1,-1,15,5,47,10,3,43,3,3,22,33,13,69,"RUNGE ISD",24,8,54,15,2,48,.,.,.
"'128904",55,35,85,60,40,90,.,.,.,.,.,.,73,41,93,.,.,.,56,23,79,73,43,90,58,27,79,.,.,.,55,35,85,73,39,95,44,22,72,45,18,55,78,45,97,"FALLS CITY ISD",74,43,94,69,35,88,89,50,100
"'129901",26,9,58,39,18,73,83,54,96,.,.,.,41,16,70,32,12,61,32,11,62,41,17,72,35,12,64,46,21,67,19,6,51,40,16,68,22,6,53,19,8,39,51,23,80,"CRANDALL ISD",45,19,74,34,13,65,41,24,71
"'129902",36,15,66,49,23,75,63,33,87,32,16,64,44,19,71,27,10,55,27,9,55,46,20,74,42,16,71,36,23,60,28,10,60,43,19,69,21,6,50,20,6,38,56,27,81,"FORNEY ISD",52,23,78,34,14,62,38,17,68
"'129903",26,8,57,44,17,75,71,29,94,20,0,100,41,18,70,33,11,65,36,14,67,42,18,74,35,14,66,50,22,61,23,7,54,40,18,67,29,9,60,22,11,42,49,24,77,"KAUFMAN ISD",42,18,71,39,16,68,43,19,75
"'129904",22,8,50,35,12,70,67,0,67,.,.,.,34,13,63,39,19,81,32,13,60,33,13,65,28,11,56,11,0,56,19,7,46,35,14,61,20,9,47,24,11,40,37,15,65,"KEMP ISD",37,15,65,29,10,58,56,24,83
"'129905",32,12,61,42,19,71,74,40,93,-1,-1,-1,47,21,74,31,8,68,39,15,69,47,21,77,44,18,74,29,5,62,28,9,56,46,21,72,26,9,59,17,6,39,48,22,75,"MABANK ISD",49,23,77,41,17,68,41,8,72
"'129906",19,6,46,27,8,55,67,19,81,-1,-1,-1,29,10,55,19,6,42,26,9,52,31,11,58,29,10,56,14,7,64,13,4,39,27,10,52,14,4,39,20,6,31,40,16,66,"TERRELL ISD",30,11,55,27,9,54,18,12,43
"'129910",36,15,73,47,23,73,.,.,.,.,.,.,51,22,81,31,3,59,39,15,73,50,22,83,38,15,76,-1,-1,-1,31,12,70,51,22,79,28,9,68,16,3,47,55,24,83,"SCURRY-ROSSER ISD",53,24,83,44,17,76,48,20,82
"'130801",.,.,.,.,.,.,.,.,.,.,.,.,40,0,73,.,.,.,60,0,100,55,0,73,.,.,.,.,.,.,.,.,.,-1,-1,-1,40,0,73,.,.,.,40,0,73,"MEADOWLAND CHARTER DISTRICT",.,.,.,40,0,73,.,.,.
"'130901",26,10,60,67,35,89,76,50,93,77,31,100,62,33,85,52,20,84,37,14,68,63,33,87,49,23,78,60,35,79,20,7,52,61,32,84,29,10,63,31,13,54,69,37,89,"BOERNE ISD",63,33,86,61,31,84,54,31,87
"'130902",24,8,51,77,31,92,80,60,100,.,.,.,38,13,67,-1,-1,-1,29,8,58,39,13,68,30,9,61,-1,-1,-1,16,4,45,36,13,67,18,4,50,20,7,40,48,18,77,"COMFORT ISD",37,12,67,39,14,69,26,5,63
"'131001",-1,-1,-1,.,.,.,.,.,.,.,.,.,59,22,89,80,20,80,44,17,89,59,24,87,56,24,90,.,.,.,-1,-1,-1,58,21,91,42,10,83,48,10,81,63,20,87,"KENEDY COUNTY WIDE CSD",52,22,84,68,23,95,23,0,69
"'132902",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,57,23,86,-1,-1,-1,43,12,77,59,25,89,49,14,78,.,.,.,-1,-1,-1,56,22,83,21,7,72,11,8,68,60,26,88,"JAYTON-GIRARD ISD",57,25,85,58,21,86,-1,-1,-1
"'133901",27,11,68,57,36,57,.,.,.,.,.,.,42,17,72,-1,-1,-1,38,15,72,44,16,75,35,14,71,.,.,.,18,5,61,40,18,70,22,7,57,25,12,40,51,20,76,"CENTER POINT ISD",41,16,74,45,19,68,.,.,.
"'133902",46,17,85,.,.,.,.,.,.,.,.,.,57,31,85,.,.,.,47,16,78,61,30,90,45,14,82,.,.,.,28,5,77,53,32,81,28,3,77,18,9,42,63,40,87,"HUNT ISD",58,31,87,52,31,80,-1,-1,-1
"'133903",27,8,62,59,29,80,71,45,90,90,50,100,51,24,78,33,14,66,39,15,70,53,25,81,40,16,71,36,29,64,21,6,54,49,24,75,30,10,63,29,11,49,62,32,85,"KERRVILLE ISD",52,25,79,47,21,73,44,25,69
"'133904",31,11,68,59,18,79,33,17,100,.,.,.,52,21,81,29,0,71,46,17,78,55,20,84,42,14,76,-1,-1,-1,26,8,65,49,22,78,37,11,71,19,6,52,61,27,86,"INGRAM ISD",51,19,81,54,23,81,38,13,92
"'133905",.,.,.,.,.,.,.,.,.,.,.,.,38,38,92,.,.,.,.,.,.,38,38,88,-1,-1,-1,.,.,.,.,.,.,40,40,100,.,.,.,-1,-1,-1,45,45,91,"DIVIDE ISD",-1,-1,-1,40,40,90,-1,-1,-1
"'134901",23,7,53,40,10,90,-1,-1,-1,.,.,.,33,12,62,-1,-1,-1,25,6,56,33,12,65,23,8,53,.,.,.,23,7,53,32,12,59,16,3,43,4,1,22,39,15,67,"JUNCTION ISD",35,12,63,25,10,59,29,0,71
"'135001",67,11,100,.,.,.,.,.,.,.,.,.,60,27,92,.,.,.,65,24,96,56,26,90,77,15,100,.,.,.,57,14,100,64,27,94,45,13,74,9,0,55,59,27,92,"GUTHRIE CSD",57,31,93,63,20,91,20,0,100
"'136901",26,9,52,-1,-1,-1,-1,-1,-1,.,.,.,44,19,76,.,.,.,31,11,69,43,17,75,37,16,73,-1,-1,-1,9,0,38,45,21,77,22,5,59,33,13,51,64,30,87,"BRACKETT ISD",43,18,76,47,25,77,45,0,64
"'137901",24,9,45,11,0,56,37,20,51,0,0,60,20,6,44,19,6,41,18,5,41,20,6,47,19,6,43,.,.,.,19,7,40,19,7,41,10,2,32,12,5,25,26,11,47,"KINGSVILLE ISD",19,6,44,20,7,44,10,5,30
"'137902",38,23,82,.,.,.,83,50,100,.,.,.,46,24,77,100,60,100,31,12,68,47,24,78,42,19,75,.,.,.,25,14,75,45,24,75,20,6,53,31,4,49,70,52,88,"RICARDO ISD",46,25,79,45,21,70,85,55,100
"'137903",32,16,68,40,20,70,.,.,.,.,.,.,45,18,74,-1,-1,-1,42,16,72,44,19,75,42,14,71,-1,-1,-1,23,9,64,46,16,72,15,2,49,7,2,27,55,29,82,"RIVIERA ISD",49,19,78,42,16,69,45,27,64
"'137904",44,21,88,88,63,100,100,63,100,.,.,.,61,26,87,-1,-1,-1,46,17,78,61,26,87,56,21,85,100,100,100,20,0,85,61,25,88,16,2,57,10,1,33,78,41,96,"SANTA GERTRUDIS ISD",62,28,89,59,24,86,42,17,71
"'138902",14,3,66,57,57,86,.,.,.,.,.,.,48,18,79,29,0,57,38,13,70,48,16,81,37,15,71,.,.,.,14,3,66,47,21,76,23,4,62,24,7,51,66,24,92,"KNOX CITY-O'BRIEN CISD",51,20,82,35,13,64,44,22,89
"'138903",14,7,59,33,17,67,50,0,67,.,.,.,44,19,75,33,9,79,36,14,66,45,17,81,37,15,65,.,.,.,13,7,58,43,20,69,20,6,54,27,6,55,58,27,89,"MUNDAY CISD",45,19,76,43,19,71,35,6,65
"'138904",80,20,100,69,31,81,-1,-1,-1,.,.,.,46,23,75,.,.,.,40,20,70,49,27,76,29,12,66,.,.,.,-1,-1,-1,43,17,73,17,6,52,12,9,38,55,29,81,"BENJAMIN ISD",53,27,79,38,17,70,67,17,100
"'139905",27,7,68,47,22,69,-1,-1,-1,.,.,.,54,24,82,32,12,57,44,17,74,56,26,84,38,12,75,68,11,95,20,6,64,51,22,80,26,8,62,21,8,43,56,26,84,"CHISUM ISD",56,25,84,49,22,78,45,16,74
"'139909",34,13,68,35,14,61,72,56,91,60,40,60,38,17,65,24,8,52,30,11,58,39,17,65,40,15,70,23,5,49,26,9,62,37,17,65,19,5,49,24,9,37,52,27,75,"PARIS ISD",39,17,65,36,16,64,40,24,67
"'139911",35,15,66,33,11,67,70,41,86,80,0,100,46,20,74,36,10,68,32,11,64,49,21,76,47,18,71,42,15,70,27,9,60,44,19,71,21,6,51,24,9,42,47,22,75,"NORTH LAMAR ISD",49,22,75,38,16,69,43,14,84
"'139912",24,7,69,47,12,70,.,.,.,.,.,.,50,19,79,23,0,62,42,14,75,50,19,82,38,14,75,54,15,85,17,3,64,50,19,77,24,4,60,26,11,46,52,20,80,"PRAIRILAND ISD",52,21,80,41,12,77,47,13,79
