DISTRICT,DD000A001218R,DD000A001318R,DD000A001S18R,DD200A001218R,DD200A001318R,DD200A001S18R,DD300A001218R,DD300A001318R,DD300A001S18R,DD400A001218R,DD400A001318R,DD400A001S18R,DDA00A001218R,DDA00A001318R,DDA00A001S18R,DDB00A001218R,DDB00A001318R,DDB00A001S18R,DDE00A001218R,DDE00A001318R,DDE00A001S18R,DDF00A001218R,DDF00A001318R,DDF00A001S18R,DDH00A001218R,DDH00A001318R,DDH00A001S18R,DDI00A001218R,DDI00A001318R,DDI00A001S18R,DDL00A001218R,DDL00A001318R,DDL00A001S18R,DDM00A001218R,DDM00A001318R,DDM00A001S18R,DDR00A001218R,DDR00A001318R,DDR00A001S18R,DDS00A001218R,DDS00A001318R,DDS00A001S18R,DDW00A001218R,DDW00A001318R,DDW00A001S18R,DNC00A001218R,DNC00A001318R,DNC00A001S18R,DNM00A001218R,DNM00A001318R,DNM00A001S18R,DNS00A001218R,DNS00A001318R,DNS00A001S18R
'084911,57,34,83,78,46,96,84,63,96,100,56,100,75,44,93,66,32,85,58,28,84,79,47,94,66,35,87,67,28,95,32,15,71,72,41,91,49,19,79,40,19,68,77,45,94,76,45,93,71,42,91,69,39,90
'085902,32,10,57,31,5,64,78,44,100,.,.,.,37,13,70,16,4,67,31,11,66,37,12,69,33,10,67,56,28,83,22,6,47,37,15,71,20,5,55,19,2,37,47,21,77,37,13,71,38,15,66,41,21,79
'085903,.,.,.,.,.,.,.,.,.,.,.,.,33,9,70,.,.,.,31,7,70,40,14,75,23,5,59,.,.,.,.,.,.,27,5,66,23,4,60,0,0,45,44,13,82,34,8,70,31,11,70,-1,-1,-1
'086024,.,.,.,.,.,.,.,.,.,.,.,.,25,0,88,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,17,0,83,.,.,.,.,.,.,25,0,88,-1,-1,-1,17,0,83,.,.,.
'086901,29,9,64,65,44,87,53,39,72,0,0,54,51,24,79,0,0,38,38,14,71,54,26,82,37,14,70,36,9,91,13,3,48,49,22,77,24,5,62,16,5,39,66,33,88,51,24,79,53,23,80,56,31,89
'086902,6,0,33,100,50,100,80,20,100,.,.,.,58,26,83,.,.,.,49,17,78,64,27,87,45,15,72,-1,-1,-1,0,0,20,53,24,80,22,3,56,22,8,49,60,27,85,58,25,83,58,26,83,14,5,57
'087901,31,9,71,.,.,.,.,.,.,.,.,.,67,34,90,.,.,.,47,17,81,74,40,90,54,21,84,.,.,.,15,4,61,61,29,89,37,10,76,19,14,54,81,48,96,69,38,91,58,19,84,17,17,83
'088902,10,1,45,61,29,78,-1,-1,-1,.,.,.,40,17,71,19,4,47,29,11,59,44,20,76,31,12,62,60,0,100,2,0,37,36,14,66,17,5,55,17,9,35,51,23,82,41,17,71,36,17,68,48,24,78
'089901,18,6,52,17,0,48,71,29,100,40,0,80,32,11,65,18,4,56,27,9,60,36,12,70,27,9,61,20,0,80,14,5,47,28,10,60,14,4,51,18,9,35,49,19,78,32,11,65,31,11,63,13,5,53
'089903,36,16,69,82,64,100,.,.,.,.,.,.,42,15,75,47,11,84,40,14,74,44,18,77,42,15,75,.,.,.,21,7,57,40,13,73,22,5,62,18,7,39,39,15,75,43,16,75,38,13,78,44,13,75
'089905,24,8,60,-1,-1,-1,.,.,.,.,.,.,25,8,63,23,5,64,24,7,62,25,7,66,24,8,61,.,.,.,11,1,38,25,9,60,18,4,55,29,17,40,43,17,87,27,9,67,19,6,51,25,6,56
'090902,40,0,80,50,50,100,.,.,.,.,.,.,34,9,69,.,.,.,32,6,68,40,12,78,36,2,67,.,.,.,40,0,80,28,7,62,16,1,54,19,10,38,32,8,68,37,15,71,29,3,67,40,0,80
'090903,0,0,17,21,7,57,.,.,.,.,.,.,52,23,84,-1,-1,-1,41,16,77,58,32,85,48,16,82,.,.,.,0,0,17,47,16,82,25,4,66,32,20,51,55,26,85,54,27,89,49,18,76,38,24,95
'090904,25,9,59,37,14,62,69,47,91,.,.,.,40,16,72,27,7,53,35,12,67,43,16,76,34,12,68,26,15,62,20,6,55,38,16,67,23,5,60,24,10,43,48,20,77,41,16,72,39,16,70,35,14,75
'090905,.,.,.,.,.,.,.,.,.,.,.,.,37,10,81,.,.,.,38,8,75,38,17,90,15,0,54,.,.,.,.,.,.,35,3,74,20,0,60,-1,-1,-1,42,12,88,44,13,87,25,4,71,40,20,80
'091901,71,29,100,67,30,87,.,.,.,83,17,100,63,30,86,13,13,13,47,18,78,64,29,87,58,27,84,96,57,96,71,29,100,62,30,86,25,5,62,22,11,47,63,29,87,62,30,86,65,29,87,56,22,85
'091902,26,9,62,44,0,89,.,.,.,.,.,.,45,16,80,-1,-1,-1,36,9,74,48,17,82,34,13,70,45,18,91,16,5,51,43,15,79,26,11,60,24,12,44,48,17,83,45,17,79,47,15,83,33,13,80
'091903,33,12,70,49,21,77,55,26,81,-1,-1,-1,49,21,80,32,11,69,40,15,74,51,22,83,44,17,76,51,23,84,29,13,64,47,21,76,23,6,62,26,11,48,53,25,83,51,23,81,43,18,76,43,17,73
'091905,28,4,68,60,28,94,.,.,.,-1,-1,-1,53,21,83,39,0,56,45,16,79,56,22,88,44,13,78,50,21,83,16,3,59,51,21,80,28,7,66,24,8,49,55,24,85,58,24,88,44,16,76,56,5,85
'091906,31,11,66,41,15,69,47,26,74,44,11,100,41,17,72,25,6,61,35,12,67,44,18,76,36,14,69,42,13,73,25,9,59,39,16,68,25,7,60,20,5,36,53,24,80,43,18,74,36,14,66,38,16,71
'091907,32,19,78,47,41,82,-1,-1,-1,.,.,.,55,24,85,.,.,.,49,19,81,59,26,86,47,22,80,63,0,100,30,12,74,51,22,83,34,7,75,21,15,56,58,25,86,55,24,86,56,25,83,54,23,85
'091908,32,14,73,58,30,82,58,46,81,.,.,.,62,31,87,35,16,58,42,17,75,63,33,88,53,27,84,78,33,89,15,4,65,61,28,85,27,6,65,31,10,56,64,31,88,63,31,88,59,29,84,71,40,98
'091909,34,14,67,69,45,90,45,18,91,-1,-1,-1,53,23,81,10,0,60,41,16,73,54,22,83,46,18,77,70,23,87,20,4,54,52,23,79,23,4,61,36,10,49,54,23,81,54,23,82,51,22,77,54,18,85
'091910,35,15,78,49,20,90,57,43,100,.,.,.,55,25,84,33,10,78,41,16,75,57,27,86,49,20,82,71,33,92,23,6,71,53,24,82,25,4,64,11,2,26,57,28,84,56,24,83,54,27,85,33,17,61
'091913,28,6,61,57,20,85,59,47,88,.,.,.,51,21,82,70,20,80,38,12,73,54,21,85,51,14,80,56,25,83,28,6,61,49,21,80,23,5,61,26,13,52,51,22,82,54,23,83,44,17,79,57,32,82
'091914,25,8,63,51,24,72,8,0,58,.,.,.,45,17,75,-1,-1,-1,40,14,70,51,18,81,40,11,71,61,25,79,10,3,51,39,17,69,16,3,52,17,6,39,45,18,76,48,19,76,41,15,74,17,7,59
'091917,21,6,59,64,21,88,60,40,100,.,.,.,58,23,87,9,0,45,39,13,71,59,22,88,41,13,75,20,0,40,7,1,43,57,24,86,35,11,72,21,4,50,64,27,91,57,22,87,59,24,87,83,55,100
'091918,14,6,69,50,32,95,14,0,100,.,.,.,43,16,77,35,0,75,33,10,69,45,17,80,37,10,78,71,14,100,14,9,59,41,16,74,14,4,55,15,5,27,44,17,76,44,18,77,41,12,78,39,22,63
'092801,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,42,14,73,-1,-1,-1,49,16,75,34,11,72,35,15,68,.,.,.,.,.,.,50,16,74,37,9,70,19,4,50,44,13,73,0,0,60,43,14,73,.,.,.
'092901,27,9,60,39,13,69,27,18,73,-1,-1,-1,38,14,70,24,6,59,32,11,64,39,14,72,35,12,66,0,0,17,20,6,53,38,14,68,18,4,53,18,8,33,45,17,75,40,15,72,35,12,65,27,12,75
'092902,29,10,64,36,12,72,67,34,89,0,0,50,38,14,71,21,6,56,31,10,65,39,15,73,35,12,69,31,14,71,19,5,55,38,14,69,21,5,58,26,8,38,47,19,77,40,15,73,33,12,65,35,11,66
'092903,39,14,74,55,29,80,83,60,93,45,15,90,49,23,78,39,14,72,41,15,73,51,23,81,46,19,78,56,15,88,31,11,67,47,22,76,30,9,68,38,15,61,70,44,89,50,24,79,43,19,74,42,19,77
'092904,27,8,62,50,19,75,66,31,91,-1,-1,-1,39,14,70,25,6,57,32,10,64,41,14,74,35,11,68,8,0,62,20,6,51,36,13,66,21,5,56,25,6,41,51,22,80,41,15,72,34,11,65,41,14,61
'092906,26,11,71,74,37,90,63,32,89,.,.,.,51,20,83,40,16,78,40,15,78,54,23,86,39,15,77,38,8,69,21,9,63,49,18,81,28,6,69,30,12,53,55,22,85,54,21,86,45,19,77,57,41,84
'092907,31,11,75,57,25,84,83,41,96,-1,-1,-1,56,25,84,34,14,71,40,14,76,55,24,84,44,18,79,65,45,90,19,2,66,56,26,83,27,7,66,31,15,47,63,29,87,60,28,87,47,19,77,59,28,91
'092908,39,12,84,35,12,78,81,63,94,.,.,.,48,18,80,24,7,66,33,10,70,51,19,85,42,14,84,46,11,93,-1,-1,-1,45,17,76,20,3,59,26,8,46,51,19,81,52,19,82,37,13,75,35,9,78
'093901,44,18,82,33,12,64,80,60,100,.,.,.,53,23,82,28,9,52,44,15,75,56,24,84,51,19,82,43,0,43,24,8,71,52,23,81,22,5,60,16,8,38,57,26,86,55,24,83,49,21,79,45,24,76
'093903,17,0,25,69,31,100,-1,-1,-1,.,.,.,54,25,80,33,19,59,39,14,70,56,26,80,41,14,70,.,.,.,17,0,25,52,24,80,28,6,59,22,2,37,57,28,83,53,23,79,56,30,83,50,33,61
'093904,23,9,58,31,12,59,50,29,71,-1,-1,-1,30,11,61,18,4,48,27,9,59,34,13,67,29,11,63,33,14,52,12,4,46,25,9,55,20,6,53,15,5,28,41,16,71,30,11,61,28,11,62,38,22,64
'093905,-1,-1,-1,20,0,20,.,.,.,.,.,.,42,17,68,23,9,43,36,12,62,47,23,80,21,4,46,.,.,.,-1,-1,-1,37,12,58,19,0,50,14,14,23,49,20,77,44,21,68,40,12,68,60,20,100
'094901,24,7,55,47,17,79,78,47,94,27,9,100,38,15,67,26,10,60,31,11,63,40,15,71,34,12,64,11,0,39,10,2,37,35,14,63,17,4,50,21,6,36,53,25,78,38,15,67,38,15,66,47,12,73
'094902,39,13,73,62,31,88,75,43,92,56,15,82,58,27,84,52,21,81,44,17,75,61,29,86,53,22,82,65,31,89,28,7,64,56,25,82,32,8,68,26,8,47,64,33,86,60,28,85,55,24,83,51,22,83
'094903,31,7,69,56,27,75,100,45,100,-1,-1,-1,58,26,86,48,14,84,40,12,75,62,29,89,48,17,80,-1,-1,-1,24,5,64,54,24,83,28,5,68,16,5,45,66,33,91,57,26,86,59,26,85,67,26,83
'094904,27,8,72,72,32,85,-1,-1,-1,-1,-1,-1,57,25,84,41,20,71,46,15,77,62,26,88,49,18,80,-1,-1,-1,18,6,65,54,24,80,32,7,67,24,5,47,64,30,87,57,26,84,59,24,83,56,19,82
'095901,23,15,46,58,8,83,-1,-1,-1,.,.,.,46,18,77,33,33,100,34,13,68,49,18,82,36,13,71,-1,-1,-1,4,4,22,43,19,72,22,6,59,23,9,45,60,27,85,47,18,78,43,20,73,32,16,53
'095902,20,0,60,.,.,.,.,.,.,.,.,.,50,19,77,.,.,.,43,16,74,54,22,81,42,10,78,.,.,.,-1,-1,-1,45,15,73,35,6,61,9,0,45,62,32,75,62,26,91,40,13,66,40,0,60
'095903,17,3,64,58,8,67,50,17,100,-1,-1,-1,33,9,70,18,0,64,29,8,67,31,9,72,28,7,67,14,14,71,8,3,55,34,9,68,21,3,63,9,3,29,45,17,78,34,10,72,29,7,63,41,9,72
'095904,23,5,62,.,.,.,.,.,.,.,.,.,46,19,78,-1,-1,-1,40,14,73,44,18,79,39,15,72,.,.,.,22,4,60,47,20,77,22,4,58,24,5,45,71,33,96,45,21,78,46,12,75,11,0,33
'095905,24,8,59,47,16,82,55,18,82,.,.,.,39,14,71,31,14,64,34,11,68,41,15,74,36,12,69,53,13,80,11,2,43,37,14,68,22,5,60,23,7,44,54,25,83,40,15,72,33,11,65,29,10,63
'096904,30,7,64,0,0,40,-1,-1,-1,.,.,.,37,13,69,17,7,56,29,9,64,41,14,76,31,9,67,-1,-1,-1,28,8,62,33,12,64,19,6,53,9,5,28,48,20,75,38,12,70,33,16,66,33,33,67
'096905,45,17,79,-1,-1,-1,.,.,.,.,.,.,58,25,84,60,20,100,53,19,82,57,26,86,44,17,81,.,.,.,45,15,70,59,25,83,42,9,75,32,4,52,65,30,86,54,21,83,69,36,88,17,0,33
'097902,23,3,52,67,60,80,-1,-1,-1,.,.,.,49,21,74,-1,-1,-1,40,14,65,52,23,78,40,10,66,.,.,.,8,2,36,47,18,70,19,6,51,16,9,29,51,23,76,52,23,77,41,13,67,49,19,79
'097903,39,5,71,50,33,67,.,.,.,.,.,.,49,18,82,-1,-1,-1,42,12,77,53,21,85,42,10,77,.,.,.,30,3,59,46,16,80,26,6,67,19,9,37,51,21,84,48,16,84,49,22,79,51,17,91
'098901,54,16,86,100,75,100,-1,-1,-1,.,.,.,71,33,91,.,.,.,57,21,85,72,33,93,57,20,85,.,.,.,41,9,79,69,32,89,54,22,79,33,15,54,82,43,96,71,32,91,68,34,87,57,0,86
'098903,12,4,65,-1,-1,-1,.,.,.,.,.,.,46,20,82,.,.,.,39,14,79,52,24,84,36,13,74,40,0,60,0,0,57,41,15,79,16,4,65,20,15,55,56,28,90,41,17,78,52,23,86,63,13,88
'098904,33,11,75,-1,-1,-1,100,100,100,.,.,.,55,25,84,.,.,.,45,18,80,55,23,85,48,19,81,.,.,.,18,4,64,54,26,83,30,6,72,18,5,44,70,38,92,56,26,85,46,19,76,-1,-1,-1
'099902,33,7,61,50,13,88,.,.,.,.,.,.,43,13,73,.,.,.,44,13,73,44,12,72,35,9,65,-1,-1,-1,24,5,56,41,14,74,24,6,59,19,7,40,48,17,79,52,15,83,33,11,64,33,0,50
'099903,33,14,76,27,5,80,83,33,83,.,.,.,38,13,74,0,0,47,32,9,69,44,18,77,31,9,67,.,.,.,15,0,62,34,10,72,18,2,57,10,3,38,44,17,79,37,12,74,44,19,73,44,22,89
'100903,26,3,62,28,5,72,83,17,100,.,.,.,34,11,71,12,2,48,25,6,63,38,12,76,31,9,72,29,6,71,21,4,55,31,10,67,17,5,56,18,7,38,39,14,76,36,12,72,28,10,68,15,0,65
'100904,39,14,74,47,16,80,82,55,91,-1,-1,-1,48,20,80,32,10,71,39,14,75,51,22,83,47,19,78,44,11,75,32,3,68,45,18,76,28,8,66,21,9,39,52,23,82,50,22,81,41,15,75,40,17,85
'100905,32,11,76,62,40,88,47,26,95,60,20,60,58,28,85,37,15,72,49,23,80,60,28,87,52,23,83,50,17,83,26,9,73,57,28,83,44,21,75,24,12,45,62,30,87,60,29,86,54,25,81,42,19,81
'100907,29,8,67,42,22,75,60,44,86,.,.,.,50,21,81,28,0,44,42,16,76,54,23,84,43,14,78,52,17,83,17,3,57,47,18,78,33,11,69,27,7,48,51,21,81,53,22,82,42,16,77,37,13,74
'100908,-1,-1,-1,18,0,82,.,.,.,.,.,.,31,10,69,.,.,.,27,8,63,33,10,70,21,3,64,-1,-1,-1,-1,-1,-1,30,10,67,14,4,55,24,17,41,32,10,69,32,11,68,27,7,69,27,0,73
'101802,42,18,77,-1,-1,-1,.,.,.,.,.,.,43,18,77,40,20,80,43,18,78,40,16,76,43,18,78,-1,-1,-1,33,11,72,46,20,79,37,13,74,21,4,55,33,11,44,45,19,80,30,13,62,0,0,56
'101803,25,4,68,40,17,78,40,20,83,-1,-1,-1,47,21,81,49,19,83,41,17,76,50,22,83,38,15,76,38,38,63,12,2,47,43,19,77,25,8,64,24,9,51,53,25,83,46,19,80,48,22,81,26,11,53
'101804,8,2,38,40,20,90,.,.,.,.,.,.,12,3,44,14,7,39,12,3,44,11,2,44,12,3,43,-1,-1,-1,4,1,26,13,3,43,8,1,38,10,3,31,29,0,86,20,3,50,11,3,43,7,0,22
'101806,39,15,73,.,.,.,-1,-1,-1,.,.,.,42,17,75,13,0,25,42,17,75,42,18,77,43,18,76,-1,-1,-1,29,9,64,42,17,74,33,10,70,30,17,55,20,7,67,47,19,79,36,16,71,6,0,41
'101807,-1,-1,-1,.,.,.,.,.,.,.,.,.,47,20,78,47,17,75,32,9,67,49,22,82,41,18,74,.,.,.,-1,-1,-1,45,18,74,18,6,55,32,8,60,67,29,100,53,26,81,35,6,73,.,.,.
'101810,39,18,70,38,13,75,-1,-1,-1,.,.,.,39,18,70,43,20,74,40,18,70,45,21,74,38,17,69,38,28,69,35,16,68,34,16,66,36,16,69,8,8,42,-1,-1,-1,39,18,71,41,20,68,0,0,20
'101811,0,0,43,.,.,.,.,.,.,.,.,.,0,0,21,0,0,4,0,0,19,0,0,40,0,0,38,.,.,.,0,0,40,0,0,17,0,0,18,0,0,17,-1,-1,-1,.,.,.,0,0,21,.,.,.
'101814,32,11,67,.,.,.,17,17,67,.,.,.,30,11,66,27,10,63,31,12,67,30,10,65,33,13,68,0,0,60,31,11,66,31,12,66,29,11,64,20,11,44,26,3,57,33,12,71,26,10,58,0,0,11
'101815,52,18,80,.,.,.,57,25,86,.,.,.,49,16,82,59,12,88,50,17,78,43,15,79,44,15,76,.,.,.,49,16,78,57,18,86,48,17,82,27,14,59,17,0,100,52,18,81,41,11,85,.,.,.
'101819,55,24,84,.,.,.,.,.,.,.,.,.,56,24,85,67,17,67,56,24,84,58,27,89,56,25,85,.,.,.,47,19,79,55,22,80,47,18,80,26,5,62,.,.,.,57,27,87,55,21,81,50,30,100
'101821,33,17,50,-1,-1,-1,.,.,.,.,.,.,24,5,63,27,2,73,22,4,59,24,5,63,23,6,59,.,.,.,-1,-1,-1,23,4,63,18,3,58,5,2,30,13,0,100,-1,-1,-1,24,5,64,9,0,55
'101828,70,37,94,100,67,100,.,.,.,.,.,.,75,41,95,84,45,100,75,41,95,74,41,95,75,41,95,.,.,.,58,26,91,75,42,95,59,26,91,29,12,60,76,48,100,74,41,95,75,42,96,63,47,95
'101837,57,27,91,82,45,100,89,72,100,.,.,.,68,31,92,62,25,87,65,30,90,70,33,92,67,26,91,.,.,.,26,3,71,66,28,92,44,10,79,10,5,59,66,33,92,81,39,96,65,29,91,85,31,100
'101838,26,9,56,20,0,60,-1,-1,-1,.,.,.,29,10,60,32,13,71,29,10,60,30,12,60,29,10,60,-1,-1,-1,24,9,54,28,8,61,25,9,57,11,1,34,39,11,63,35,12,69,25,8,54,28,15,64
'101840,-1,-1,-1,.,.,.,.,.,.,.,.,.,37,14,74,38,16,74,36,12,74,38,12,75,26,0,78,.,.,.,-1,-1,-1,36,16,74,31,10,76,5,0,47,.,.,.,39,14,79,32,14,64,.,.,.
'101842,9,2,32,.,.,.,.,.,.,.,.,.,16,6,48,29,7,50,14,6,42,24,11,55,15,6,46,.,.,.,6,2,28,8,0,40,13,4,44,0,0,9,15,8,62,7,4,41,19,7,50,0,0,60
'101845,41,15,73,44,15,69,74,41,87,29,0,100,49,19,78,32,11,67,48,19,78,52,22,81,51,20,79,41,17,77,21,5,55,45,17,75,30,7,65,13,3,34,45,18,78,64,24,84,42,17,76,26,9,57
'101846,39,14,73,63,38,85,71,41,91,-1,-1,-1,50,21,80,50,20,80,47,19,79,51,21,82,46,17,78,57,14,71,24,7,61,50,20,78,39,13,74,25,10,46,54,20,83,55,23,83,45,17,77,31,7,72
'101847,.,.,.,.,.,.,.,.,.,.,.,.,47,20,84,47,19,84,43,17,82,46,19,83,53,32,79,.,.,.,.,.,.,48,20,85,21,3,67,11,0,61,.,.,.,49,23,85,43,13,83,-1,-1,-1
'101849,49,14,88,.,.,.,-1,-1,-1,.,.,.,51,18,84,47,18,81,50,19,84,48,16,84,54,18,89,-1,-1,-1,49,14,88,55,23,85,40,11,80,0,0,25,100,60,100,49,16,84,53,22,85,-1,-1,-1
'101853,28,10,56,50,50,50,36,16,62,.,.,.,32,12,61,37,17,71,31,12,61,32,13,64,31,12,61,0,0,50,24,9,53,31,12,59,21,7,51,13,3,30,17,4,39,37,14,66,24,9,54,44,14,75
'101855,.,.,.,.,.,.,-1,-1,-1,.,.,.,29,11,70,29,11,69,31,12,71,29,9,75,23,10,72,.,.,.,.,.,.,29,13,65,6,0,43,12,0,47,-1,-1,-1,31,10,74,27,12,63,-1,-1,-1
'101856,23,7,59,.,.,.,.,.,.,.,.,.,24,7,60,-1,-1,-1,24,7,60,23,7,56,24,7,60,.,.,.,13,2,51,26,8,64,17,4,54,0,0,13,.,.,.,25,7,62,23,6,50,0,0,50
'101858,40,16,75,59,28,87,78,51,94,-1,-1,-1,53,25,81,47,20,79,45,19,77,54,25,83,46,19,77,53,29,88,25,7,61,51,25,80,35,11,71,24,9,46,56,27,84,60,31,85,47,20,78,34,12,68
'101859,32,13,72,33,17,50,54,30,84,.,.,.,45,22,79,54,23,85,44,22,78,46,23,80,39,20,75,33,8,92,29,11,70,45,22,79,32,15,70,14,9,46,90,60,100,50,27,85,41,18,73,57,43,93
'101861,35,17,66,39,14,57,67,44,89,-1,-1,-1,35,12,73,33,11,73,31,9,72,36,13,76,43,17,77,-1,-1,-1,19,5,51,33,10,70,23,6,64,9,1,37,29,0,86,38,16,74,33,10,73,38,25,94
'101862,60,32,87,77,50,93,79,50,95,60,50,80,68,38,90,65,36,89,64,33,88,71,40,92,58,25,86,100,71,100,36,14,75,66,37,89,54,25,84,32,14,60,66,36,91,70,40,91,67,37,90,62,26,88
'101864,56,11,67,.,.,.,.,.,.,.,.,.,25,7,61,26,7,62,25,6,60,27,6,62,20,4,52,.,.,.,50,17,50,23,8,60,18,4,53,28,19,33,.,.,.,0,0,25,26,7,62,0,0,0
'101868,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,18,3,47,17,3,47,18,3,47,21,3,52,28,3,55,.,.,.,.,.,.,16,2,45,16,2,44,4,1,24,-1,-1,-1,25,2,46,16,3,48,24,4,52
'101870,60,22,94,-1,-1,-1,75,42,100,.,.,.,59,24,92,55,25,88,64,28,93,59,22,92,59,23,92,.,.,.,49,12,91,59,28,92,50,16,90,30,9,73,65,38,88,61,29,96,59,24,92,-1,-1,-1
'101871,9,0,30,69,46,92,-1,-1,-1,.,.,.,20,7,44,18,5,37,11,2,34,22,8,47,14,5,44,.,.,.,7,0,27,18,6,42,3,1,24,15,5,20,43,14,86,.,.,.,20,7,44,22,11,67
'101872,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101873,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101874,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101902,31,10,66,40,14,70,66,37,87,39,19,73,35,12,69,28,8,62,34,11,68,37,13,73,36,12,70,39,19,65,18,5,53,32,11,65,22,5,59,20,5,35,42,16,70,38,13,72,27,8,60,23,8,55
'101903,33,14,63,48,25,76,63,36,83,50,29,78,39,16,68,38,14,69,37,15,67,41,17,72,34,12,65,29,11,59,22,8,53,36,14,65,32,10,64,29,12,46,40,17,66,42,18,72,31,11,59,32,12,60
'101905,34,12,70,34,8,67,63,34,83,53,26,79,41,15,74,36,12,70,40,14,73,44,16,78,41,15,75,41,14,76,25,8,61,39,14,71,28,8,64,22,6,46,43,16,75,44,16,77,34,12,68,35,9,68
'101906,34,10,69,47,19,81,72,36,92,-1,-1,-1,46,18,77,35,13,68,37,13,71,49,20,81,42,14,75,52,17,79,26,6,63,42,16,74,27,7,64,21,6,46,52,22,82,48,19,78,41,15,74,33,12,66
'101907,40,17,74,67,38,89,81,54,95,65,33,90,57,28,83,44,17,75,45,18,76,60,30,85,49,20,79,45,20,73,17,4,52,54,27,81,30,8,67,29,8,53,73,42,92,60,31,85,47,21,76,49,23,78
'101908,43,17,76,59,34,87,87,51,96,88,50,100,57,26,84,36,13,72,47,17,78,59,27,86,52,21,81,79,21,91,30,10,67,54,24,82,32,9,69,27,9,54,65,33,90,59,27,85,50,20,81,51,21,82
'101910,40,15,73,47,18,84,76,51,93,58,0,100,44,16,76,40,13,74,42,15,75,47,18,80,44,16,76,32,15,78,29,9,63,41,15,72,31,9,67,19,4,42,49,21,78,46,18,78,36,13,69,36,14,70
'101911,32,11,66,47,20,77,70,43,90,48,24,79,42,16,73,33,11,66,37,13,70,44,17,77,40,15,72,38,17,71,17,5,50,39,15,69,21,5,58,18,5,38,51,23,80,43,17,75,36,12,67,34,11,74
'101912,35,15,65,65,41,86,80,59,91,59,32,78,42,19,70,32,12,62,36,15,66,44,20,73,39,16,69,43,18,71,25,10,55,39,18,66,28,10,60,23,9,39,71,44,89,44,21,72,34,14,63,34,16,63
'101913,35,12,69,58,29,84,77,45,94,46,16,73,53,25,80,37,13,69,40,15,71,56,26,83,46,18,77,54,25,80,22,6,57,51,24,78,31,10,66,26,8,46,68,36,89,57,27,83,45,18,75,48,24,77
'101914,56,29,84,70,41,91,88,65,97,73,45,93,68,38,89,54,24,82,52,22,81,70,40,91,57,27,84,58,28,86,41,18,73,66,37,88,41,16,76,34,13,60,75,43,93,71,41,91,60,31,85,67,34,91
'101915,36,14,69,62,32,87,75,47,92,69,20,83,53,26,80,37,14,69,39,15,71,56,27,83,44,18,75,48,18,78,20,6,54,51,24,78,29,8,63,24,7,46,67,35,89,57,28,83,44,20,74,49,23,80
'101916,42,15,76,54,21,82,77,43,94,39,6,72,51,22,81,37,13,70,45,17,78,54,24,85,50,21,80,54,16,75,33,12,70,49,21,78,31,9,67,25,9,51,56,25,84,54,23,82,44,18,76,48,18,81
'101917,37,14,72,52,23,80,72,42,90,44,34,68,42,16,74,33,11,67,40,15,72,44,17,77,41,15,74,37,11,66,24,8,60,40,15,71,27,8,63,23,7,44,53,23,80,44,17,76,34,12,67,34,11,69
'101919,32,12,65,41,16,77,63,33,86,45,19,69,33,12,65,25,8,58,31,10,64,35,12,69,35,12,68,35,14,65,24,9,57,31,11,61,21,6,55,20,5,36,48,20,76,37,13,68,26,9,59,25,9,56
'101920,29,10,61,71,39,89,80,48,93,75,25,100,48,22,74,32,10,63,34,12,64,50,23,77,34,12,65,45,27,72,19,6,50,46,21,71,30,10,61,25,7,42,75,40,92,50,23,75,43,19,69,41,17,69
'101921,59,30,86,73,42,92,87,61,97,29,0,71,70,40,91,55,26,83,51,22,82,71,41,92,63,33,88,74,40,90,44,18,78,69,39,90,38,13,74,33,12,60,73,42,92,73,42,92,65,35,88,60,30,91
'101924,29,11,62,42,13,74,65,33,89,40,15,80,32,11,65,25,6,59,31,11,64,34,12,70,34,12,66,22,9,57,17,6,48,29,10,61,29,9,62,14,4,29,35,13,70,35,12,67,27,9,61,22,7,58
'101925,24,7,57,44,13,79,51,26,80,.,.,.,45,17,76,46,18,73,34,11,65,47,16,78,36,13,68,100,90,100,14,3,44,43,18,73,23,6,58,21,7,40,48,18,78,47,18,77,40,14,71,32,11,72
'102901,18,9,41,20,8,64,.,.,.,.,.,.,31,12,64,30,12,64,31,12,64,35,11,77,28,19,53,.,.,.,0,0,28,27,12,54,19,6,38,57,14,71,40,7,73,28,13,58,35,10,73,0,0,14
'102902,29,9,65,39,17,70,79,43,98,-1,-1,-1,31,11,62,19,5,51,27,9,59,33,12,66,33,11,68,42,11,80,19,5,54,28,10,59,16,3,49,13,1,25,45,19,72,30,10,62,34,12,64,23,10,55
