DISTRICT,DD000A001222R,DD000A001322R,DD000A001S22R,DD200A001222R,DD200A001322R,DD200A001S22R,DD300A001222R,DD300A001322R,DD300A001S22R,DD400A001222R,DD400A001322R,DD400A001S22R,DDA00A001222R,DDA00A001322R,DDA00A001S22R,DDB00A001222R,DDB00A001322R,DDB00A001S22R,DDE00A001222R,DDE00A001322R,DDE00A001S22R,DDF00A001222R,DDF00A001322R,DDF00A001S22R,DDH00A001222R,DDH00A001322R,DDH00A001S22R,DDI00A001222R,DDI00A001322R,DDI00A001S22R,DDL00A001222R,DDL00A001322R,DDL00A001S22R,DDM00A001222R,DDM00A001322R,DDM00A001S22R,DDR00A001222R,DDR00A001322R,DDR00A001S22R,DDS00A001222R,DDS00A001322R,DDS00A001S22R,DDW00A001222R,DDW00A001322R,DDW00A001S22R,DISTNAME,DNC00A001222R,DNC00A001322R,DNC00A001S22R,DNM00A001222R,DNM00A001322R,DNM00A001S22R,DNS00A001222R,DNS00A001322R,DNS00A001S22R
"'187904",50,24,78,51,23,62,100,92,100,.,.,.,46,21,76,31,11,64,42,17,72,44,21,76,44,19,79,.,.,.,43,22,71,48,21,75,25,9,60,32,23,55,58,28,81,"CORRIGAN-CAMDEN ISD",47,22,77,45,20,71,20,10,70
"'187906",47,20,73,-1,-1,-1,.,.,.,.,.,.,27,9,57,21,8,53,28,9,56,25,9,55,38,15,69,.,.,.,47,20,73,29,9,59,33,15,54,27,10,37,26,7,54,"LEGGETT ISD",28,9,54,27,8,61,7,0,67
"'187907",37,16,66,48,21,79,79,55,90,-1,-1,-1,46,21,74,29,11,60,40,17,69,46,21,76,42,19,72,100,56,100,32,13,62,45,21,72,29,10,61,23,11,42,49,23,76,"LIVINGSTON ISD",46,21,74,44,21,72,47,26,73
"'187910",70,46,89,50,23,75,75,55,90,.,.,.,54,24,85,17,6,48,49,21,82,55,23,85,56,23,85,-1,-1,-1,66,38,88,53,25,85,34,11,74,28,13,57,55,24,86,"ONALASKA ISD",58,27,87,48,19,81,32,9,85
"'188901",38,16,70,45,20,76,56,30,82,71,21,89,48,22,77,31,12,61,40,16,71,50,23,79,43,17,75,52,23,77,33,13,65,47,22,75,32,10,66,25,9,50,60,31,84,"AMARILLO ISD",49,23,78,43,18,71,47,24,79
"'188902",30,10,59,27,11,73,33,20,53,.,.,.,42,16,73,54,4,88,37,13,71,42,16,76,40,15,72,.,.,.,28,9,57,42,17,71,26,8,61,20,10,47,43,18,74,"RIVER ROAD ISD",46,18,77,36,13,69,31,0,81
"'188903",47,17,82,48,4,84,72,41,93,.,.,.,52,22,82,71,29,90,47,21,79,52,23,83,45,16,78,56,22,100,41,14,80,53,21,82,39,14,73,27,9,57,56,27,84,"HIGHLAND PARK ISD",57,25,85,44,17,77,47,9,81
"'188904",35,4,85,66,30,85,60,20,100,-1,-1,-1,64,32,88,43,22,65,43,19,76,66,33,90,54,25,87,-1,-1,-1,30,4,83,62,31,86,30,7,70,29,11,57,67,34,89,"BUSHLAND ISD",67,35,89,58,27,86,70,33,93
"'189901",34,12,68,-1,-1,-1,.,.,.,.,.,.,37,15,70,-1,-1,-1,33,16,67,34,17,70,35,14,69,.,.,.,25,5,65,40,14,70,26,9,63,22,12,37,67,38,79,"MARFA ISD",38,14,71,29,22,61,83,0,100
"'189902",34,13,66,-1,-1,-1,85,56,100,.,.,.,43,17,73,40,20,100,41,15,71,44,16,76,43,16,72,-1,-1,-1,28,10,60,42,17,70,30,10,62,13,6,37,-1,-1,-1,"PRESIDIO ISD",46,18,74,34,13,67,30,0,80
"'190903",24,8,64,36,12,67,43,14,86,.,.,.,36,13,69,13,1,44,29,8,63,35,12,68,28,8,66,35,10,80,18,6,60,37,13,70,25,6,60,20,6,39,39,14,70,"RAINS ISD",37,13,70,35,13,67,22,8,55
"'191901",46,23,79,60,36,83,76,47,93,78,33,93,63,32,87,52,24,79,50,22,79,64,32,89,55,24,83,61,26,89,36,17,73,62,33,85,33,10,69,26,11,52,67,35,89,"CANYON ISD",65,34,88,56,27,83,60,32,88
"'192901",25,9,53,60,20,100,50,38,88,.,.,.,41,16,70,.,.,.,35,13,65,44,18,72,37,13,67,.,.,.,20,7,50,38,15,68,27,8,60,20,8,36,67,36,86,"REAGAN COUNTY ISD",42,15,71,36,20,66,60,40,87
"'193801",0,0,0,0,0,13,.,.,.,-1,-1,-1,23,6,51,.,.,.,25,6,50,32,8,62,21,6,51,.,.,.,0,0,0,18,5,45,18,4,36,12,5,32,27,7,56,"BIG SPRINGS CHARTER SCHOOL",26,9,47,19,3,55,.,.,.
"'193902",26,11,48,47,32,68,.,.,.,.,.,.,43,19,73,.,.,.,39,17,70,40,17,69,35,15,64,.,.,.,5,0,37,46,20,76,26,10,63,24,14,47,46,20,78,"LEAKEY ISD",41,17,75,45,22,69,48,21,79
"'194902",30,10,90,56,37,80,-1,-1,-1,83,67,100,62,28,84,58,25,92,54,22,82,61,26,84,53,15,88,50,30,80,33,11,89,63,31,84,40,14,65,25,11,43,64,28,84,"AVERY ISD",63,29,86,60,25,81,100,38,100
"'194903",57,26,81,43,14,73,.,.,.,.,.,.,55,24,83,46,11,73,49,19,79,61,29,86,55,28,79,80,20,80,51,25,78,50,20,81,32,9,68,20,4,38,56,25,85,"RIVERCREST ISD",56,26,83,52,19,84,57,29,100
"'194904",27,7,62,32,6,58,.,.,.,.,.,.,24,6,52,18,4,48,24,7,52,21,4,51,34,11,59,-1,-1,-1,27,7,62,26,8,53,15,3,42,23,5,33,25,9,57,"CLARKSVILLE ISD",25,7,54,19,5,46,33,22,44
"'194905",83,33,100,34,14,76,-1,-1,-1,-1,-1,-1,41,17,70,31,6,53,38,14,66,39,16,70,61,26,72,57,29,71,-1,-1,-1,43,18,72,23,7,56,20,11,40,40,17,71,"DETROIT ISD",42,17,74,37,16,62,15,10,45
"'195901",32,13,66,60,40,60,76,56,90,83,33,100,34,12,66,20,2,60,30,11,64,36,13,68,33,11,66,50,36,71,28,11,62,31,11,65,20,6,54,20,7,43,44,17,73,"PECOS-BARSTOW-TOYAH ISD",34,12,67,31,12,65,26,9,66
"'195902",4,4,65,.,.,.,.,.,.,.,.,.,31,11,65,.,.,.,30,12,65,33,13,66,30,9,64,.,.,.,4,4,65,29,10,64,10,6,47,5,3,31,33,23,70,"BALMORHEA ISD",30,9,64,33,17,67,.,.,.
"'196901",29,0,57,.,.,.,.,.,.,.,.,.,41,16,73,-1,-1,-1,33,10,67,37,12,70,37,13,67,.,.,.,29,0,57,45,19,76,26,6,63,19,0,60,54,24,88,"AUSTWELL-TIVOLI ISD",37,13,70,52,22,83,20,0,80
"'196902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,18,75,60,20,85,38,15,72,43,15,72,40,15,71,.,.,.,-1,-1,-1,47,21,77,31,10,65,21,10,48,51,23,79,"WOODSBORO ISD",44,18,74,49,20,79,55,30,95
"'196903",39,14,70,67,33,83,.,.,.,.,.,.,42,17,73,30,13,65,37,13,71,43,17,77,40,14,74,-1,-1,-1,31,14,69,41,17,70,23,9,58,26,14,50,51,27,76,"REFUGIO ISD",43,18,73,38,15,75,18,0,76
"'197902",.,.,.,.,.,.,.,.,.,.,.,.,57,28,89,.,.,.,49,22,81,58,31,91,57,25,86,-1,-1,-1,.,.,.,56,26,87,35,7,74,45,25,90,57,28,89,"MIAMI ISD",59,31,92,52,21,82,44,22,56
"'198901",54,13,83,65,29,91,82,55,100,.,.,.,53,25,84,35,14,67,48,20,80,56,27,87,58,21,86,.,.,.,50,11,79,51,22,82,33,9,74,24,3,54,55,27,87,"BREMOND ISD",57,27,84,42,17,85,38,31,85
"'198902",45,20,80,-1,-1,-1,.,.,.,.,.,.,21,3,57,18,1,53,20,4,57,19,2,59,43,11,83,.,.,.,45,20,80,22,5,55,13,5,50,14,0,41,0,0,45,"CALVERT ISD",17,1,55,28,9,61,25,0,58
"'198903",45,21,74,44,12,90,85,69,92,80,40,100,72,40,93,55,24,81,60,27,88,74,43,94,66,31,89,20,0,80,33,19,67,70,38,91,42,12,80,42,14,76,76,45,95,"FRANKLIN ISD",73,42,93,67,36,91,86,67,94
"'198905",14,6,47,19,8,56,.,.,.,.,.,.,21,8,51,19,8,48,21,8,50,25,9,56,21,8,52,.,.,.,11,5,44,18,8,46,13,5,42,26,18,43,28,11,55,"HEARNE ISD",20,7,50,24,10,51,6,3,19
"'198906",70,38,93,78,33,100,-1,-1,-1,.,.,.,76,43,94,67,26,87,75,40,94,77,44,94,72,37,94,-1,-1,-1,65,33,92,76,43,95,59,22,89,42,18,76,83,53,97,"MUMFORD ISD",78,45,95,69,34,94,76,32,96
"'199901",39,16,72,66,38,87,82,53,93,67,37,88,65,36,87,45,19,72,46,21,74,66,36,88,56,28,82,60,24,80,37,15,71,65,36,86,39,16,71,30,12,56,72,41,91,"ROCKWALL ISD",68,38,89,58,31,82,70,39,91
"'199902",32,13,64,51,27,77,75,44,92,56,31,69,51,24,78,42,17,71,41,17,71,51,24,79,44,19,74,43,18,78,29,11,61,51,24,78,30,9,65,26,10,52,57,29,83,"ROYSE CITY ISD",54,26,80,46,22,75,46,23,76
"'200901",52,22,81,29,5,52,100,80,100,.,.,.,44,18,74,31,0,69,35,12,68,48,20,77,37,14,69,.,.,.,43,14,76,41,16,72,24,6,56,25,9,41,53,22,80,"BALLINGER ISD",46,19,75,37,14,72,47,11,83
"'200902",48,19,76,-1,-1,-1,.,.,.,.,.,.,74,42,91,-1,-1,-1,62,29,85,74,41,91,62,31,85,.,.,.,30,8,63,75,42,91,48,18,76,42,12,65,81,48,95,"MILES ISD",78,43,94,65,40,85,64,45,100
"'200904",20,9,52,75,40,90,-1,-1,-1,.,.,.,41,19,71,-1,-1,-1,33,13,64,45,21,76,34,13,66,.,.,.,22,10,52,38,17,67,23,6,60,17,6,34,55,31,81,"WINTERS ISD",45,22,77,30,11,56,18,0,64
"'200906",40,40,100,63,25,88,.,.,.,.,.,.,46,20,77,.,.,.,40,12,71,39,17,73,44,16,75,.,.,.,40,40,100,50,22,79,25,9,58,45,23,65,45,23,76,"OLFEN ISD",48,26,78,45,16,76,88,63,100
"'201902",25,9,57,36,12,64,50,17,86,-1,-1,-1,35,14,63,24,9,46,28,10,56,36,14,66,28,10,60,45,10,70,24,8,56,35,15,60,16,4,45,21,11,34,46,20,73,"HENDERSON ISD",36,15,65,31,12,55,29,16,67
"'201903",44,9,84,45,18,82,.,.,.,.,.,.,54,19,84,55,12,84,50,15,84,52,18,86,54,26,87,.,.,.,44,9,84,55,20,82,45,8,77,38,7,55,52,16,76,"LANEVILLE ISD",49,15,79,64,28,93,.,.,.
"'201904",32,8,68,40,0,60,.,.,.,.,.,.,50,19,78,68,27,86,45,17,74,49,15,78,39,14,72,.,.,.,31,8,68,51,23,79,36,10,70,24,12,46,60,25,86,"LEVERETTS CHAPEL ISD",51,20,78,48,18,78,33,13,73
"'201907",25,13,63,11,0,67,53,27,87,0,0,83,47,22,80,31,20,57,40,18,74,50,24,83,44,18,75,-1,-1,-1,25,13,63,43,20,77,27,7,66,14,1,45,51,23,83,"MOUNT ENTERPRISE ISD",48,23,83,45,20,76,49,27,84
"'201908",44,13,69,29,7,64,-1,-1,-1,20,0,80,40,16,74,21,6,60,35,13,71,44,18,79,39,15,68,20,10,90,44,13,69,35,14,69,26,8,64,18,8,40,45,19,78,"OVERTON ISD",41,16,74,38,16,74,38,25,75
"'201910",36,13,71,52,29,83,90,80,100,-1,-1,-1,53,22,81,40,11,72,45,17,75,54,22,82,49,20,79,29,14,100,32,9,68,53,23,80,29,6,65,22,5,45,61,27,85,"TATUM ISD",54,23,82,52,20,77,46,28,78
"'201913",41,14,78,60,13,67,60,0,100,.,.,.,42,16,78,26,6,54,39,14,75,45,18,81,43,16,79,-1,-1,-1,39,13,78,40,14,75,33,10,73,11,1,47,43,17,78,"CARLISLE ISD",42,16,79,45,15,73,25,17,75
"'201914",35,8,73,36,11,69,-1,-1,-1,-1,-1,-1,48,20,77,27,8,56,42,16,73,48,20,80,45,18,78,-1,-1,-1,32,6,69,47,20,74,28,7,65,18,5,36,56,25,83,"WEST RUSK COUNTY CONSOLIDATED ISD",50,22,79,43,16,73,25,9,78
"'202903",18,14,57,48,17,82,83,33,100,-1,-1,-1,49,21,81,29,10,64,44,17,79,52,23,84,45,22,79,60,20,80,18,14,57,46,19,80,29,6,67,31,12,53,52,23,84,"HEMPHILL ISD",49,22,81,47,16,82,41,7,85
"'202905",14,0,43,30,15,67,.,.,.,.,.,.,37,14,71,22,10,49,34,12,68,41,14,77,36,18,79,83,83,100,14,0,43,33,14,65,15,3,56,14,5,37,39,13,73,"WEST SABINE ISD",41,16,73,25,9,62,43,29,100
"'203901",19,4,51,29,7,64,-1,-1,-1,.,.,.,26,10,54,23,9,48,25,10,51,29,9,61,28,9,58,.,.,.,16,3,44,23,10,48,17,5,46,18,17,31,31,13,65,"SAN AUGUSTINE ISD",26,10,55,23,9,49,21,0,53
"'203902",32,7,71,41,18,76,.,.,.,.,.,.,54,26,81,89,44,100,51,25,80,53,26,82,48,19,76,-1,-1,-1,31,8,69,54,25,79,29,8,63,33,17,58,56,27,82,"BROADDUS ISD",56,26,83,50,25,77,48,13,65
"'204901",20,0,49,28,7,51,44,0,89,.,.,.,32,11,62,18,4,49,26,9,56,35,13,68,34,12,66,33,11,67,11,0,42,29,10,56,14,3,42,13,3,29,35,13,65,"COLDSPRING-OAKHURST CISD",33,13,64,29,9,58,24,14,50
"'204904",29,11,61,41,15,73,44,22,67,.,.,.,35,13,65,27,8,55,32,11,63,34,13,68,34,13,66,-1,-1,-1,26,9,59,35,13,62,26,8,58,15,4,34,35,13,64,"SHEPHERD ISD",33,12,63,39,16,68,36,17,62
"'205901",36,12,69,58,32,81,40,10,80,.,.,.,38,16,69,15,8,54,34,13,67,36,14,69,37,14,69,-1,-1,-1,34,11,64,39,17,69,27,9,61,31,19,46,39,19,69,"ARANSAS PASS ISD",40,17,72,34,13,63,31,11,60
"'205902",37,19,68,56,31,82,71,46,89,32,21,68,50,25,77,39,16,73,40,17,69,52,25,79,42,19,72,76,24,86,29,12,61,49,24,75,25,7,58,20,7,40,63,34,86,"GREGORY-PORTLAND ISD",53,26,79,44,20,71,55,25,88
"'205903",43,18,74,55,27,77,71,43,93,-1,-1,-1,55,26,81,38,19,65,51,23,79,55,24,83,53,23,79,80,60,90,42,17,73,55,27,80,35,12,69,22,8,49,58,28,85,"INGLESIDE ISD",55,27,82,54,21,81,39,11,67
"'205904",36,15,79,73,27,100,-1,-1,-1,.,.,.,45,19,76,36,0,64,43,16,75,46,20,78,44,18,75,80,20,100,19,0,69,44,18,75,31,10,66,28,9,51,51,23,83,"MATHIS ISD",45,19,77,46,19,75,43,23,80
"'205905",43,11,71,63,31,94,-1,-1,-1,.,.,.,41,15,71,17,0,33,35,12,65,39,14,72,39,15,70,.,.,.,46,6,83,43,16,71,20,5,53,26,8,46,51,18,80,"ODEM-EDROY ISD",43,16,72,35,13,67,29,14,64
"'205906",57,35,82,59,35,82,67,13,93,.,.,.,44,19,74,11,9,51,37,15,68,42,17,74,41,17,72,-1,-1,-1,46,26,77,46,20,74,26,9,61,25,9,42,58,29,86,"SINTON ISD",43,18,74,46,23,74,53,35,85
"'205907",18,2,51,50,50,50,.,.,.,-1,-1,-1,31,11,62,-1,-1,-1,30,11,60,31,11,64,30,11,62,.,.,.,20,2,46,32,12,61,20,5,53,24,7,35,55,18,75,"TAFT ISD",31,11,63,34,14,60,35,3,90
"'206901",23,6,65,27,9,73,100,33,100,.,.,.,43,20,75,-1,-1,-1,37,14,72,48,20,74,34,13,70,.,.,.,22,6,64,39,20,76,23,6,62,8,3,31,58,31,84,"SAN SABA ISD",45,21,77,35,15,68,51,20,88
"'206902",14,0,57,-1,-1,-1,.,.,.,.,.,.,38,15,74,.,.,.,28,11,66,44,19,82,27,0,64,-1,-1,-1,-1,-1,-1,33,12,67,28,12,64,28,19,47,39,18,77,"RICHLAND SPRINGS ISD",34,16,70,42,14,79,0,0,33
"'206903",-1,-1,-1,40,0,80,.,.,.,.,.,.,52,22,81,29,29,57,44,17,78,48,17,78,47,18,73,.,.,.,-1,-1,-1,56,27,85,38,14,69,16,3,53,55,24,85,"CHEROKEE ISD",61,30,85,42,14,77,-1,-1,-1
"'207901",24,9,66,82,18,100,.,.,.,.,.,.,51,22,84,-1,-1,-1,41,15,80,46,19,81,44,19,82,.,.,.,26,10,65,55,25,86,32,10,76,48,28,64,68,31,89,"SCHLEICHER ISD",52,23,86,42,18,72,43,43,71
"'208901",34,10,41,43,14,57,.,.,.,.,.,.,29,10,54,21,0,36,27,8,44,33,11,60,22,6,44,.,.,.,34,10,41,26,8,48,22,6,43,0,0,12,35,13,64,"HERMLEIGH ISD",31,8,52,27,12,57,0,0,50
"'208902",36,16,74,37,25,63,76,54,100,.,.,.,39,18,69,14,8,55,33,14,63,40,18,70,35,15,67,45,9,64,25,7,68,38,18,68,24,9,57,27,11,46,48,23,74,"SNYDER ISD",39,18,69,37,17,68,32,13,65
"'208903",71,24,100,-1,-1,-1,.,.,.,.,.,.,73,40,92,-1,-1,-1,66,32,85,74,39,93,70,38,94,.,.,.,67,22,100,72,40,91,45,13,78,33,15,45,74,40,91,"IRA ISD",76,43,93,64,28,87,92,42,92
"'209901",38,25,88,52,19,67,-1,-1,-1,-1,-1,-1,49,20,78,44,22,89,33,14,64,51,20,79,47,21,71,38,13,75,50,33,100,47,20,77,26,5,62,9,3,33,49,20,80,"ALBANY ISD",50,20,80,45,20,74,83,33,100
"'209902",.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,24,8,47,.,.,.,24,8,46,26,11,51,23,14,45,.,.,.,.,.,.,23,5,43,17,6,40,0,0,6,24,8,48,"MORAN ISD",21,6,44,28,10,51,-1,-1,-1
"'210901",40,14,75,41,11,85,65,32,91,-1,-1,-1,43,17,76,27,8,60,38,14,73,45,17,78,43,16,78,67,33,100,37,12,74,42,17,74,30,9,67,22,8,46,51,23,80,"CENTER ISD",43,17,76,43,17,73,52,25,85
"'210902",45,20,77,74,16,100,-1,-1,-1,.,.,.,57,23,86,43,28,83,48,19,83,58,23,88,50,24,83,43,14,100,44,18,76,55,23,84,31,10,72,30,10,67,58,22,86,"JOAQUIN ISD",59,25,87,50,17,82,63,21,96
"'210903",35,9,72,48,6,85,-1,-1,-1,.,.,.,55,26,85,31,7,69,46,18,80,57,26,88,51,21,83,.,.,.,35,9,72,53,25,83,38,10,71,37,19,60,61,31,89,"SHELBYVILLE ISD",56,26,86,50,24,83,63,27,93
"'210904",40,15,68,25,13,75,.,.,.,.,.,.,43,16,72,28,9,60,41,15,69,48,20,77,45,16,73,.,.,.,31,11,59,38,12,67,31,11,63,15,2,34,58,25,84,"TENAHA ISD",42,15,71,47,18,74,55,18,64
"'210905",30,11,70,44,6,81,.,.,.,.,.,.,31,10,67,12,4,50,25,8,61,31,10,69,30,12,74,.,.,.,30,11,70,30,9,65,13,3,51,10,1,29,39,13,72,"TIMPSON ISD",31,10,66,30,10,68,15,0,65
"'210906",44,0,67,-1,-1,-1,.,.,.,.,.,.,31,16,65,.,.,.,32,17,61,39,24,61,29,0,64,-1,-1,-1,44,0,67,25,11,68,19,6,63,0,0,44,25,16,61,"EXCELSIOR ISD",32,19,65,29,11,64,38,23,85
"'211901",40,15,80,.,.,.,.,.,.,.,.,.,63,31,87,.,.,.,53,25,81,60,27,80,46,25,79,.,.,.,40,15,80,65,35,93,50,21,82,50,13,63,74,36,93,"TEXHOMA ISD",65,30,91,56,38,75,.,.,.
"'211902",29,9,59,38,19,73,-1,-1,-1,.,.,.,49,21,76,.,.,.,40,15,70,48,19,78,43,17,72,.,.,.,27,7,57,49,23,76,26,6,61,17,7,39,59,30,85,"STRATFORD ISD",52,24,79,37,13,65,-1,-1,-1
"'212801",27,6,58,49,14,77,74,37,92,-1,-1,-1,42,19,73,26,10,57,33,14,70,41,19,73,38,15,71,50,30,90,25,6,56,43,18,73,23,5,55,17,4,40,48,24,79,"CUMBERLAND ACADEMY",44,19,74,39,17,72,35,19,79
"'212804",70,30,91,79,41,92,89,54,96,.,.,.,72,42,91,58,30,80,63,33,87,74,42,92,71,39,90,-1,-1,-1,44,18,79,71,42,90,47,16,80,42,16,71,73,43,93,"UT TYLER UNIVERSITY ACADEMY",78,46,94,67,38,88,84,68,95
"'212901",39,5,65,39,19,79,100,60,100,.,.,.,47,20,76,31,12,59,39,14,69,48,21,78,40,10,68,-1,-1,-1,32,5,58,46,20,74,25,6,56,14,3,34,52,24,81,"ARP ISD",47,19,77,48,23,73,48,15,77
"'212902",40,7,81,68,43,86,56,44,100,-1,-1,-1,68,37,90,44,16,82,54,26,81,68,36,91,63,31,88,63,11,89,40,7,81,69,39,89,40,14,73,25,10,55,70,39,90,"BULLARD ISD",70,38,91,65,36,88,64,30,90
"'212903",54,26,81,75,51,91,94,68,99,-1,-1,-1,74,47,91,53,31,81,63,36,86,75,47,92,68,39,89,74,55,81,38,12,73,73,46,90,46,20,77,33,13,62,77,49,92,"LINDALE ISD",76,49,92,67,40,88,73,41,92
"'212904",43,14,72,54,18,81,-1,-1,-1,-1,-1,-1,61,31,85,32,12,64,50,23,78,65,34,88,55,26,81,0,0,33,38,10,68,57,28,82,44,17,76,31,15,52,69,37,90,"TROUP ISD",64,32,87,51,30,78,52,31,85
"'212905",38,16,68,45,20,73,71,48,88,58,33,58,44,21,71,28,10,57,38,16,66,46,21,74,43,18,71,46,29,61,34,14,64,42,20,69,29,11,59,22,8,38,67,38,88,"TYLER ISD",45,21,72,41,19,68,40,19,66
"'212906",57,24,84,66,39,87,80,53,93,.,.,.,67,37,88,47,20,78,57,28,83,70,40,91,64,33,87,56,20,88,51,20,81,65,35,86,40,13,73,40,17,65,72,41,90,"WHITEHOUSE ISD",71,40,90,60,32,85,62,40,91
"'212909",27,9,58,37,15,65,60,30,80,-1,-1,-1,34,13,64,23,7,55,30,11,61,35,14,66,33,12,64,-1,-1,-1,22,7,54,33,13,62,25,8,57,13,3,29,45,22,71,"CHAPEL HILL ISD",35,14,65,30,13,60,22,10,53
"'212910",48,19,73,42,21,77,-1,-1,-1,-1,-1,-1,46,20,72,31,12,58,43,19,70,49,19,75,49,21,75,78,78,100,46,18,70,43,22,69,34,14,63,21,9,41,49,24,76,"WINONA ISD",48,21,76,41,20,66,42,27,79
"'213801",-1,-1,-1,.,.,.,.,.,.,.,.,.,41,11,68,-1,-1,-1,30,9,63,50,13,83,43,0,86,.,.,.,-1,-1,-1,37,11,60,33,8,63,14,0,34,41,14,64,"BRAZOS RIVER CHARTER SCHOOL",-1,-1,-1,42,12,67,-1,-1,-1
"'213901",41,16,72,48,21,76,70,35,83,.,.,.,60,29,86,46,23,85,49,21,79,59,27,86,50,19,80,71,29,92,38,14,70,61,31,87,37,12,72,31,11,55,65,33,89,"GLEN ROSE ISD",61,29,87,57,30,86,60,35,90
"'214901",33,13,64,-1,-1,-1,85,56,89,.,.,.,36,14,65,-1,-1,-1,35,13,65,37,15,67,36,14,65,-1,-1,-1,30,11,61,35,13,64,30,13,60,17,4,33,14,0,27,"RIO GRANDE CITY GRULLA ISD",37,14,66,29,11,59,27,9,65
"'214902",14,4,59,.,.,.,.,.,.,.,.,.,37,14,76,.,.,.,37,14,76,35,12,79,36,14,76,.,.,.,14,4,59,39,16,72,24,8,66,13,2,48,-1,-1,-1,"SAN ISIDRO ISD",39,15,78,28,7,70,57,0,100
"'214903",45,22,73,-1,-1,-1,.,.,.,.,.,.,48,24,75,.,.,.,46,22,74,50,24,78,48,24,75,.,.,.,44,21,72,46,23,72,44,21,72,20,6,40,62,24,81,"ROMA ISD",49,24,75,43,19,70,41,18,77
"'215901",37,17,70,38,15,50,43,29,43,.,.,.,41,18,71,21,7,54,36,15,67,42,18,74,41,17,71,35,15,70,33,13,67,40,18,68,23,7,58,9,4,26,42,19,71,"BRECKENRIDGE ISD",42,19,73,35,15,62,40,17,87
"'216901",43,12,86,50,17,83,.,.,.,.,.,.,54,24,84,.,.,.,43,19,78,53,23,84,43,17,79,.,.,.,40,13,85,54,25,84,32,7,70,33,12,64,65,32,89,"STERLING CITY ISD",53,26,83,54,20,86,77,23,92
"'217901",50,17,83,-1,-1,-1,-1,-1,-1,.,.,.,57,27,81,100,17,100,48,20,74,57,25,81,40,9,70,.,.,.,50,17,83,57,28,82,41,8,72,14,6,28,63,34,84,"ASPERMONT ISD",58,25,82,53,32,74,-1,-1,-1
"'218901",38,13,71,63,25,100,100,83,100,.,.,.,54,25,81,.,.,.,46,19,73,55,24,84,52,21,78,.,.,.,36,11,69,53,25,78,44,16,75,28,5,47,60,33,88,"SONORA ISD",57,25,83,39,23,67,34,9,81
"'219901",75,31,100,63,50,88,.,.,.,.,.,.,64,27,90,-1,-1,-1,58,22,83,64,24,89,68,29,95,.,.,.,75,31,100,65,30,91,44,13,77,28,7,65,64,27,89,"HAPPY ISD",68,29,91,53,21,86,60,10,100
"'219903",24,7,52,29,7,57,.,.,.,.,.,.,27,9,58,11,2,45,23,6,55,25,8,59,24,7,56,-1,-1,-1,23,7,52,29,10,57,13,3,44,16,7,35,44,19,71,"TULIA ISD",28,9,59,21,8,51,20,0,50
"'219905",40,11,71,.,.,.,.,.,.,-1,-1,-1,41,15,74,29,9,50,36,12,70,43,13,72,36,13,72,.,.,.,31,5,67,39,17,75,20,5,61,4,0,28,52,21,83,"KRESS ISD",41,15,76,39,14,70,-1,-1,-1
"'220801",71,43,86,61,30,89,84,37,95,-1,-1,-1,63,33,89,55,30,88,59,29,86,61,34,90,50,22,85,.,.,.,-1,-1,-1,65,32,88,46,23,85,48,17,78,71,41,92,"TREETOPS SCHOOL INTERNATIONAL",64,34,89,59,29,91,76,48,100
"'220802",67,39,90,64,41,89,80,54,96,-1,-1,-1,64,40,89,55,26,84,55,31,83,62,38,89,52,32,84,-1,-1,-1,61,34,87,66,41,90,38,16,75,16,7,43,72,47,93,"ARLINGTON CLASSICS ACADEMY",66,42,90,57,32,85,55,35,85
"'220809",57,33,90,66,36,93,69,48,96,.,.,.,61,32,89,50,18,83,58,30,88,60,31,89,53,25,85,.,.,.,57,33,90,66,36,88,56,27,86,38,20,58,67,39,91,"FORT WORTH ACADEMY OF FINE ARTS",62,32,89,60,32,88,85,60,100
"'220810",64,33,100,83,51,94,90,64,99,.,.,.,83,54,96,68,36,93,76,58,91,82,53,96,81,52,94,88,50,100,52,24,100,84,56,97,71,34,100,40,16,71,82,53,97,"WESTLAKE ACADEMY CHARTER SCHOOL",85,55,97,77,51,96,75,50,94
"'220811",21,10,55,-1,-1,-1,.,.,.,.,.,.,36,17,67,36,16,65,32,11,63,34,18,63,31,16,64,.,.,.,21,10,55,38,17,72,21,9,55,16,0,47,43,22,74,"EAST FORT WORTH MONTESSORI ACADEMY",39,19,69,23,10,60,-1,-1,-1
"'220814",52,26,94,63,31,88,72,61,100,.,.,.,55,29,83,42,18,67,54,27,87,57,28,85,44,18,83,.,.,.,52,26,94,49,30,79,52,26,94,42,27,65,73,42,90,"TEXAS SCHOOL OF THE ARTS",60,37,85,52,23,82,.,.,.
"'220815",32,16,70,37,14,67,68,43,93,.,.,.,29,14,59,24,11,52,22,11,49,30,17,59,28,13,61,57,14,86,30,15,69,28,12,58,15,5,44,11,7,28,49,34,83,"CHAPEL HILL ACADEMY",31,16,61,25,11,55,38,38,69
"'220817",34,15,67,49,26,77,59,32,87,-1,-1,-1,42,18,73,38,16,70,37,15,70,41,18,72,37,14,70,67,50,100,29,11,63,44,19,74,27,9,61,16,5,41,54,25,80,"NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON",46,20,77,38,16,69,19,4,49
